Station ID,Date,Latitude,Longitude,Elevation,Denver_CO.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72565003017,2020-01-01,39.8328,-104.6575,1650.2,Denver_CO.csv,37.0,24,9.9,0.0,G
72565003017,2020-01-02,39.8328,-104.6575,1650.2,Denver_CO.csv,37.0,24,8.6,0.0,G
72565003017,2020-01-03,39.8328,-104.6575,1650.2,Denver_CO.csv,33.1,24,8.9,0.0,G
72565003017,2020-01-04,39.8328,-104.6575,1650.2,Denver_CO.csv,41.6,24,9.1,0.0,G
72565003017,2020-01-05,39.8328,-104.6575,1650.2,Denver_CO.csv,40.8,24,14.6,0.0,G
72565003017,2020-01-06,39.8328,-104.6575,1650.2,Denver_CO.csv,33.4,24,15.2,0.0,G
72565003017,2020-01-07,39.8328,-104.6575,1650.2,Denver_CO.csv,42.9,24,11.5,0.0,G
72565003017,2020-01-08,39.8328,-104.6575,1650.2,Denver_CO.csv,44.3,24,10.8,0.0,G
72565003017,2020-01-09,39.8328,-104.6575,1650.2,Denver_CO.csv,35.9,24,10.7,0.0,G
72565003017,2020-01-10,39.8328,-104.6575,1650.2,Denver_CO.csv,30.0,24,9.5,0.0,G
72565003017,2020-01-11,39.8328,-104.6575,1650.2,Denver_CO.csv,18.8,24,7.7,0.0,G
72565003017,2020-01-12,39.8328,-104.6575,1650.2,Denver_CO.csv,32.6,24,6.7,0.0,G
72565003017,2020-01-13,39.8328,-104.6575,1650.2,Denver_CO.csv,28.4,24,8.9,0.0,G
72565003017,2020-01-14,39.8328,-104.6575,1650.2,Denver_CO.csv,34.6,24,8.5,0.0,G
72565003017,2020-01-15,39.8328,-104.6575,1650.2,Denver_CO.csv,30.7,24,12.4,0.0,G
72565003017,2020-01-16,39.8328,-104.6575,1650.2,Denver_CO.csv,28.9,24,9.2,0.0,G
72565003017,2020-01-17,39.8328,-104.6575,1650.2,Denver_CO.csv,34.1,24,9.0,0.0,G
72565003017,2020-01-18,39.8328,-104.6575,1650.2,Denver_CO.csv,29.2,24,10.8,0.0,G
72565003017,2020-01-19,39.8328,-104.6575,1650.2,Denver_CO.csv,29.0,24,4.4,0.0,G
72565003017,2020-01-20,39.8328,-104.6575,1650.2,Denver_CO.csv,32.8,24,8.1,0.0,G
72565003017,2020-01-21,39.8328,-104.6575,1650.2,Denver_CO.csv,38.2,24,4.0,0.0,G
72565003017,2020-01-22,39.8328,-104.6575,1650.2,Denver_CO.csv,40.8,24,6.1,0.0,G
72565003017,2020-01-23,39.8328,-104.6575,1650.2,Denver_CO.csv,34.7,24,8.9,0.0,G
72565003017,2020-01-24,39.8328,-104.6575,1650.2,Denver_CO.csv,35.6,24,6.6,0.0,G
72565003017,2020-01-25,39.8328,-104.6575,1650.2,Denver_CO.csv,40.2,24,6.0,0.0,G
72565003017,2020-01-26,39.8328,-104.6575,1650.2,Denver_CO.csv,38.7,24,7.4,0.0,G
72565003017,2020-01-27,39.8328,-104.6575,1650.2,Denver_CO.csv,34.7,24,6.3,0.0,G
72565003017,2020-01-28,39.8328,-104.6575,1650.2,Denver_CO.csv,32.3,24,5.7,0.13,G
72565003017,2020-01-29,39.8328,-104.6575,1650.2,Denver_CO.csv,31.6,24,7.2,0.0,G
72565003017,2020-01-30,39.8328,-104.6575,1650.2,Denver_CO.csv,31.3,24,7.2,0.0,G
72565003017,2020-01-31,39.8328,-104.6575,1650.2,Denver_CO.csv,32.2,24,11.5,0.01,G
72565003017,2020-02-01,39.8328,-104.6575,1650.2,Denver_CO.csv,45.7,24,12.1,0.0,G
72565003017,2020-02-02,39.8328,-104.6575,1650.2,Denver_CO.csv,56.1,24,16.1,0.0,G
72565003017,2020-02-03,39.8328,-104.6575,1650.2,Denver_CO.csv,31.4,24,13.4,0.0,G
72565003017,2020-02-04,39.8328,-104.6575,1650.2,Denver_CO.csv,13.1,24,6.4,0.07,G
72565003017,2020-02-05,39.8328,-104.6575,1650.2,Denver_CO.csv,7.5,24,5.7,0.05,G
72565003017,2020-02-06,39.8328,-104.6575,1650.2,Denver_CO.csv,24.5,24,8.2,0.0,G
72565003017,2020-02-07,39.8328,-104.6575,1650.2,Denver_CO.csv,26.1,24,9.9,0.15,G
72565003017,2020-02-08,39.8328,-104.6575,1650.2,Denver_CO.csv,26.7,24,7.5,0.14,G
72565003017,2020-02-09,39.8328,-104.6575,1650.2,Denver_CO.csv,29.8,24,7.9,0.0,G
72565003017,2020-02-10,39.8328,-104.6575,1650.2,Denver_CO.csv,17.2,24,7.1,0.09,G
72565003017,2020-02-11,39.8328,-104.6575,1650.2,Denver_CO.csv,20.1,24,8.3,0.11,G
72565003017,2020-02-12,39.8328,-104.6575,1650.2,Denver_CO.csv,25.0,24,9.1,0.0,G
72565003017,2020-02-13,39.8328,-104.6575,1650.2,Denver_CO.csv,19.2,24,6.2,0.19,G
72565003017,2020-02-14,39.8328,-104.6575,1650.2,Denver_CO.csv,22.9,24,6.1,0.0,G
72565003017,2020-02-15,39.8328,-104.6575,1650.2,Denver_CO.csv,33.5,24,12.4,0.0,G
72565003017,2020-02-16,39.8328,-104.6575,1650.2,Denver_CO.csv,31.4,24,6.7,0.0,G
72565003017,2020-02-17,39.8328,-104.6575,1650.2,Denver_CO.csv,33.9,24,6.7,0.0,G
72565003017,2020-02-18,39.8328,-104.6575,1650.2,Denver_CO.csv,26.2,24,7.5,0.01,G
72565003017,2020-02-19,39.8328,-104.6575,1650.2,Denver_CO.csv,20.2,24,8.6,0.0,G
72565003017,2020-02-20,39.8328,-104.6575,1650.2,Denver_CO.csv,15.9,24,5.3,0.07,G
72565003017,2020-02-21,39.8328,-104.6575,1650.2,Denver_CO.csv,27.7,24,9.0,0.0,G
72565003017,2020-02-22,39.8328,-104.6575,1650.2,Denver_CO.csv,38.5,24,10.2,0.0,G
72565003017,2020-02-23,39.8328,-104.6575,1650.2,Denver_CO.csv,37.3,24,9.9,0.0,G
72565003017,2020-02-24,39.8328,-104.6575,1650.2,Denver_CO.csv,34.9,24,11.2,0.0,G
72565003017,2020-02-25,39.8328,-104.6575,1650.2,Denver_CO.csv,25.9,24,18.0,0.0,G
72565003017,2020-02-26,39.8328,-104.6575,1650.2,Denver_CO.csv,22.8,24,7.5,0.0,G
72565003017,2020-02-27,39.8328,-104.6575,1650.2,Denver_CO.csv,37.3,24,8.4,0.0,G
72565003017,2020-02-28,39.8328,-104.6575,1650.2,Denver_CO.csv,42.7,24,6.8,0.0,G
72565003017,2020-02-29,39.8328,-104.6575,1650.2,Denver_CO.csv,42.7,24,8.2,0.0,G
72565003017,2020-03-01,39.8328,-104.6575,1650.2,Denver_CO.csv,40.1,24,9.0,0.0,G
72565003017,2020-03-02,39.8328,-104.6575,1650.2,Denver_CO.csv,29.5,24,5.7,0.04,G
72565003017,2020-03-03,39.8328,-104.6575,1650.2,Denver_CO.csv,40.8,24,8.4,0.01,G
72565003017,2020-03-04,39.8328,-104.6575,1650.2,Denver_CO.csv,44.5,24,13.0,0.0,G
72565003017,2020-03-05,39.8328,-104.6575,1650.2,Denver_CO.csv,41.0,24,10.2,0.0,G
72565003017,2020-03-06,39.8328,-104.6575,1650.2,Denver_CO.csv,45.4,24,7.7,0.0,G
72565003017,2020-03-07,39.8328,-104.6575,1650.2,Denver_CO.csv,52.4,24,8.9,0.0,G
72565003017,2020-03-08,39.8328,-104.6575,1650.2,Denver_CO.csv,55.7,24,11.4,0.0,G
72565003017,2020-03-09,39.8328,-104.6575,1650.2,Denver_CO.csv,45.0,24,8.1,0.3,G
72565003017,2020-03-10,39.8328,-104.6575,1650.2,Denver_CO.csv,47.6,24,8.2,0.0,G
72565003017,2020-03-11,39.8328,-104.6575,1650.2,Denver_CO.csv,49.0,24,10.3,0.0,G
72565003017,2020-03-12,39.8328,-104.6575,1650.2,Denver_CO.csv,47.4,24,10.2,0.0,G
72565003017,2020-03-13,39.8328,-104.6575,1650.2,Denver_CO.csv,36.1,24,14.4,0.0,G
72565003017,2020-03-14,39.8328,-104.6575,1650.2,Denver_CO.csv,34.3,24,9.0,0.02,G
72565003017,2020-03-15,39.8328,-104.6575,1650.2,Denver_CO.csv,39.6,24,6.4,0.0,G
72565003017,2020-03-16,39.8328,-104.6575,1650.2,Denver_CO.csv,45.3,24,9.2,0.0,G
72565003017,2020-03-17,39.8328,-104.6575,1650.2,Denver_CO.csv,42.0,24,9.3,0.0,G
72565003017,2020-03-18,39.8328,-104.6575,1650.2,Denver_CO.csv,49.2,24,7.5,0.0,G
72565003017,2020-03-19,39.8328,-104.6575,1650.2,Denver_CO.csv,40.2,24,15.8,0.06,G
72565003017,2020-03-20,39.8328,-104.6575,1650.2,Denver_CO.csv,22.4,24,12.9,0.68,G
72565003017,2020-03-21,39.8328,-104.6575,1650.2,Denver_CO.csv,26.6,24,6.5,0.0,G
72565003017,2020-03-22,39.8328,-104.6575,1650.2,Denver_CO.csv,38.2,24,7.1,0.0,G
72565003017,2020-03-23,39.8328,-104.6575,1650.2,Denver_CO.csv,43.9,24,7.8,0.0,G
72565003017,2020-03-24,39.8328,-104.6575,1650.2,Denver_CO.csv,45.9,24,5.9,0.0,G
72565003017,2020-03-25,39.8328,-104.6575,1650.2,Denver_CO.csv,51.5,24,6.3,0.0,G
72565003017,2020-03-26,39.8328,-104.6575,1650.2,Denver_CO.csv,42.0,24,7.4,0.0,G
72565003017,2020-03-27,39.8328,-104.6575,1650.2,Denver_CO.csv,37.9,24,6.9,0.0,G
72565003017,2020-03-28,39.8328,-104.6575,1650.2,Denver_CO.csv,36.2,24,11.5,0.16,G
72565003017,2020-03-29,39.8328,-104.6575,1650.2,Denver_CO.csv,40.6,24,8.9,0.0,G
72565003017,2020-03-30,39.8328,-104.6575,1650.2,Denver_CO.csv,43.2,24,9.2,0.0,G
72565003017,2020-03-31,39.8328,-104.6575,1650.2,Denver_CO.csv,49.4,24,7.6,0.0,G
72565003017,2020-04-01,39.8328,-104.6575,1650.2,Denver_CO.csv,53.0,24,7.3,0.0,G
72565003017,2020-04-02,39.8328,-104.6575,1650.2,Denver_CO.csv,34.5,24,11.8,0.01,G
72565003017,2020-04-03,39.8328,-104.6575,1650.2,Denver_CO.csv,24.2,24,7.7,0.05,G
72565003017,2020-04-04,39.8328,-104.6575,1650.2,Denver_CO.csv,38.9,24,9.4,0.0,G
72565003017,2020-04-05,39.8328,-104.6575,1650.2,Denver_CO.csv,50.9,24,10.3,0.0,G
72565003017,2020-04-06,39.8328,-104.6575,1650.2,Denver_CO.csv,56.7,24,7.5,0.0,G
72565003017,2020-04-07,39.8328,-104.6575,1650.2,Denver_CO.csv,58.6,24,5.6,0.0,G
72565003017,2020-04-08,39.8328,-104.6575,1650.2,Denver_CO.csv,56.4,24,6.2,0.0,G
72565003017,2020-04-09,39.8328,-104.6575,1650.2,Denver_CO.csv,45.3,24,7.6,0.0,G
72565003017,2020-04-10,39.8328,-104.6575,1650.2,Denver_CO.csv,53.5,24,8.1,0.0,G
72565003017,2020-04-11,39.8328,-104.6575,1650.2,Denver_CO.csv,57.5,24,8.7,0.0,G
72565003017,2020-04-12,39.8328,-104.6575,1650.2,Denver_CO.csv,32.7,24,14.6,0.02,G
72565003017,2020-04-13,39.8328,-104.6575,1650.2,Denver_CO.csv,20.3,24,8.4,0.01,G
72565003017,2020-04-14,39.8328,-104.6575,1650.2,Denver_CO.csv,26.0,24,7.4,0.08,G
72565003017,2020-04-15,39.8328,-104.6575,1650.2,Denver_CO.csv,39.1,24,8.7,0.0,G
72565003017,2020-04-16,39.8328,-104.6575,1650.2,Denver_CO.csv,31.2,24,13.2,0.09,G
72565003017,2020-04-17,39.8328,-104.6575,1650.2,Denver_CO.csv,27.8,24,5.4,0.18,G
72565003017,2020-04-18,39.8328,-104.6575,1650.2,Denver_CO.csv,44.4,24,7.2,0.0,G
72565003017,2020-04-19,39.8328,-104.6575,1650.2,Denver_CO.csv,46.0,24,7.3,0.0,G
72565003017,2020-04-20,39.8328,-104.6575,1650.2,Denver_CO.csv,50.1,24,5.8,0.0,G
72565003017,2020-04-21,39.8328,-104.6575,1650.2,Denver_CO.csv,52.7,24,6.9,0.0,G
72565003017,2020-04-22,39.8328,-104.6575,1650.2,Denver_CO.csv,53.4,24,10.8,0.0,G
72565003017,2020-04-23,39.8328,-104.6575,1650.2,Denver_CO.csv,55.5,24,9.4,0.0,G
72565003017,2020-04-24,39.8328,-104.6575,1650.2,Denver_CO.csv,50.0,24,11.1,0.09,G
72565003017,2020-04-25,39.8328,-104.6575,1650.2,Denver_CO.csv,48.2,24,5.6,0.01,G
72565003017,2020-04-26,39.8328,-104.6575,1650.2,Denver_CO.csv,57.8,24,11.0,0.0,G
72565003017,2020-04-27,39.8328,-104.6575,1650.2,Denver_CO.csv,60.5,24,7.6,0.0,G
72565003017,2020-04-28,39.8328,-104.6575,1650.2,Denver_CO.csv,62.4,24,8.7,0.0,G
72565003017,2020-04-29,39.8328,-104.6575,1650.2,Denver_CO.csv,53.7,24,5.4,0.0,G
72565003017,2020-04-30,39.8328,-104.6575,1650.2,Denver_CO.csv,61.5,24,7.5,0.0,G
72565003017,2020-05-01,39.8328,-104.6575,1650.2,Denver_CO.csv,69.8,24,10.1,0.0,G
72565003017,2020-05-02,39.8328,-104.6575,1650.2,Denver_CO.csv,60.1,24,11.8,0.0,G
72565003017,2020-05-03,39.8328,-104.6575,1650.2,Denver_CO.csv,56.7,24,8.9,0.35,G
72565003017,2020-05-04,39.8328,-104.6575,1650.2,Denver_CO.csv,57.2,24,10.6,0.0,G
72565003017,2020-05-05,39.8328,-104.6575,1650.2,Denver_CO.csv,50.5,24,9.0,0.0,G
72565003017,2020-05-06,39.8328,-104.6575,1650.2,Denver_CO.csv,54.6,24,9.0,0.0,G
72565003017,2020-05-07,39.8328,-104.6575,1650.2,Denver_CO.csv,58.3,24,10.8,0.0,G
72565003017,2020-05-08,39.8328,-104.6575,1650.2,Denver_CO.csv,47.3,24,13.5,0.0,G
72565003017,2020-05-09,39.8328,-104.6575,1650.2,Denver_CO.csv,51.2,24,14.5,0.0,G
72565003017,2020-05-10,39.8328,-104.6575,1650.2,Denver_CO.csv,48.3,24,7.9,0.0,G
72565003017,2020-05-11,39.8328,-104.6575,1650.2,Denver_CO.csv,42.7,24,9.0,0.0,G
72565003017,2020-05-12,39.8328,-104.6575,1650.2,Denver_CO.csv,50.5,24,7.6,0.11,G
72565003017,2020-05-13,39.8328,-104.6575,1650.2,Denver_CO.csv,59.9,24,7.7,0.0,G
72565003017,2020-05-14,39.8328,-104.6575,1650.2,Denver_CO.csv,59.6,24,8.8,0.0,G
72565003017,2020-05-15,39.8328,-104.6575,1650.2,Denver_CO.csv,56.1,24,8.1,0.02,G
72565003017,2020-05-16,39.8328,-104.6575,1650.2,Denver_CO.csv,56.7,24,9.0,0.14,G
72565003017,2020-05-17,39.8328,-104.6575,1650.2,Denver_CO.csv,56.8,24,7.2,0.0,G
72565003017,2020-05-18,39.8328,-104.6575,1650.2,Denver_CO.csv,65.3,24,8.0,0.0,G
72565003017,2020-05-19,39.8328,-104.6575,1650.2,Denver_CO.csv,72.8,24,12.5,0.0,G
72565003017,2020-05-20,39.8328,-104.6575,1650.2,Denver_CO.csv,73.3,24,19.4,0.0,G
72565003017,2020-05-21,39.8328,-104.6575,1650.2,Denver_CO.csv,63.0,24,8.8,0.0,G
72565003017,2020-05-22,39.8328,-104.6575,1650.2,Denver_CO.csv,64.3,24,8.2,0.0,G
72565003017,2020-05-23,39.8328,-104.6575,1650.2,Denver_CO.csv,66.4,24,12.0,0.0,G
72565003017,2020-05-24,39.8328,-104.6575,1650.2,Denver_CO.csv,55.5,24,9.5,0.0,G
72565003017,2020-05-25,39.8328,-104.6575,1650.2,Denver_CO.csv,48.8,24,5.6,0.94,G
72565003017,2020-05-26,39.8328,-104.6575,1650.2,Denver_CO.csv,58.1,24,7.1,0.0,G
72565003017,2020-05-27,39.8328,-104.6575,1650.2,Denver_CO.csv,65.9,24,7.1,0.0,G
72565003017,2020-05-28,39.8328,-104.6575,1650.2,Denver_CO.csv,62.2,24,7.3,0.03,G
72565003017,2020-05-29,39.8328,-104.6575,1650.2,Denver_CO.csv,67.9,24,6.1,0.06,G
72565003017,2020-05-30,39.8328,-104.6575,1650.2,Denver_CO.csv,71.3,24,9.4,0.0,G
