Station ID,Date,Latitude,Longitude,Elevation,Fultown_GA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72219503888,2020-01-01,33.77917,-84.52139,256.0,Fultown_GA.csv,45.6,24,3.7,0.0,G
72219503888,2020-01-02,33.77917,-84.52139,256.0,Fultown_GA.csv,45.1,24,1.6,0.02,G
72219503888,2020-01-03,33.77917,-84.52139,256.0,Fultown_GA.csv,54.1,24,3.1,1.32,G
72219503888,2020-01-04,33.77917,-84.52139,256.0,Fultown_GA.csv,55.0,24,7.7,1.6,G
72219503888,2020-01-05,33.77917,-84.52139,256.0,Fultown_GA.csv,40.7,24,6.2,0.05,G
72219503888,2020-01-06,33.77917,-84.52139,256.0,Fultown_GA.csv,44.0,24,1.5,0.0,G
72219503888,2020-01-07,33.77917,-84.52139,256.0,Fultown_GA.csv,50.6,24,7.2,0.01,G
72219503888,2020-01-08,33.77917,-84.52139,256.0,Fultown_GA.csv,46.6,24,2.5,0.0,I
72219503888,2020-01-09,33.77917,-84.52139,256.0,Fultown_GA.csv,44.8,24,3.5,0.0,G
72219503888,2020-01-10,33.77917,-84.52139,256.0,Fultown_GA.csv,58.5,24,6.1,0.0,G
72219503888,2020-01-11,33.77917,-84.52139,256.0,Fultown_GA.csv,65.2,24,9.7,0.0,G
72219503888,2020-01-12,33.77917,-84.52139,256.0,Fultown_GA.csv,57.6,24,2.3,1.38,G
72219503888,2020-01-13,33.77917,-84.52139,256.0,Fultown_GA.csv,61.0,24,2.1,0.07,G
72219503888,2020-01-14,33.77917,-84.52139,256.0,Fultown_GA.csv,62.5,24,2.7,0.85,G
72219503888,2020-01-15,33.77917,-84.52139,256.0,Fultown_GA.csv,60.9,24,2.1,0.36,G
72219503888,2020-01-16,33.77917,-84.52139,256.0,Fultown_GA.csv,61.0,24,7.1,0.46,G
72219503888,2020-01-17,33.77917,-84.52139,256.0,Fultown_GA.csv,49.3,24,5.9,0.0,I
72219503888,2020-01-18,33.77917,-84.52139,256.0,Fultown_GA.csv,46.4,24,5.6,0.0,G
72219503888,2020-01-19,33.77917,-84.52139,256.0,Fultown_GA.csv,46.8,24,8.1,0.53,G
72219503888,2020-01-20,33.77917,-84.52139,256.0,Fultown_GA.csv,31.3,24,8.9,0.0,G
72219503888,2020-01-21,33.77917,-84.52139,256.0,Fultown_GA.csv,30.0,24,5.4,0.0,G
72219503888,2020-01-22,33.77917,-84.52139,256.0,Fultown_GA.csv,33.6,24,2.9,0.0,G
72219503888,2020-01-23,33.77917,-84.52139,256.0,Fultown_GA.csv,41.8,24,6.7,0.0,G
72219503888,2020-01-24,33.77917,-84.52139,256.0,Fultown_GA.csv,46.2,24,4.3,1.06,G
72219503888,2020-01-25,33.77917,-84.52139,256.0,Fultown_GA.csv,41.4,24,6.3,0.05,G
72219503888,2020-01-26,33.77917,-84.52139,256.0,Fultown_GA.csv,40.4,24,3.1,0.0,G
72219503888,2020-01-27,33.77917,-84.52139,256.0,Fultown_GA.csv,47.0,24,2.5,0.0,G
72219503888,2020-01-28,33.77917,-84.52139,256.0,Fultown_GA.csv,44.0,24,2.7,0.0,G
72219503888,2020-01-29,33.77917,-84.52139,256.0,Fultown_GA.csv,43.1,24,2.0,0.0,G
72219503888,2020-01-30,33.77917,-84.52139,256.0,Fultown_GA.csv,45.0,24,2.0,0.0,G
72219503888,2020-01-31,33.77917,-84.52139,256.0,Fultown_GA.csv,42.7,24,5.2,0.04,G
72219503888,2020-02-01,33.77917,-84.52139,256.0,Fultown_GA.csv,43.7,24,4.1,0.02,G
72219503888,2020-02-02,33.77917,-84.52139,256.0,Fultown_GA.csv,47.8,24,5.8,0.0,G
72219503888,2020-02-03,33.77917,-84.52139,256.0,Fultown_GA.csv,51.6,24,2.5,0.0,G
72219503888,2020-02-04,33.77917,-84.52139,256.0,Fultown_GA.csv,61.4,24,4.9,0.0,G
72219503888,2020-02-05,33.77917,-84.52139,256.0,Fultown_GA.csv,63.7,24,5.8,0.04,G
72219503888,2020-02-06,33.77917,-84.52139,256.0,Fultown_GA.csv,63.7,24,7.2,1.32,G
72219503888,2020-02-07,33.77917,-84.52139,256.0,Fultown_GA.csv,44.0,24,10.6,1.75,G
72219503888,2020-02-08,33.77917,-84.52139,256.0,Fultown_GA.csv,34.9,24,1.5,0.02,G
72219503888,2020-02-09,33.77917,-84.52139,256.0,Fultown_GA.csv,41.6,24,4.3,0.11,G
72219503888,2020-02-10,33.77917,-84.52139,256.0,Fultown_GA.csv,45.4,24,3.5,0.0,G
72219503888,2020-02-11,33.77917,-84.52139,256.0,Fultown_GA.csv,61.3,24,4.8,1.9,G
72219503888,2020-02-12,33.77917,-84.52139,256.0,Fultown_GA.csv,59.7,24,3.5,0.14,G
72219503888,2020-02-13,33.77917,-84.52139,256.0,Fultown_GA.csv,62.5,24,9.2,0.5,G
72219503888,2020-02-14,33.77917,-84.52139,256.0,Fultown_GA.csv,42.5,24,8.6,0.48,G
72219503888,2020-02-15,33.77917,-84.52139,256.0,Fultown_GA.csv,40.6,24,3.6,0.0,G
72219503888,2020-02-16,33.77917,-84.52139,256.0,Fultown_GA.csv,44.6,24,3.5,0.0,G
72219503888,2020-02-17,33.77917,-84.52139,256.0,Fultown_GA.csv,48.2,24,3.2,0.09,G
72219503888,2020-02-18,33.77917,-84.52139,256.0,Fultown_GA.csv,55.0,24,2.1,0.1,G
72219503888,2020-02-19,33.77917,-84.52139,256.0,Fultown_GA.csv,53.7,24,3.3,1.34,G
72219503888,2020-02-20,33.77917,-84.52139,256.0,Fultown_GA.csv,45.0,24,8.2,0.13,G
72219503888,2020-02-21,33.77917,-84.52139,256.0,Fultown_GA.csv,39.4,24,5.3,0.93,G
72219503888,2020-02-22,33.77917,-84.52139,256.0,Fultown_GA.csv,39.5,24,1.2,0.0,G
72219503888,2020-02-23,33.77917,-84.52139,256.0,Fultown_GA.csv,42.8,24,1.1,0.0,G
72219503888,2020-02-24,33.77917,-84.52139,256.0,Fultown_GA.csv,47.5,24,1.9,0.06,G
72219503888,2020-02-25,33.77917,-84.52139,256.0,Fultown_GA.csv,54.2,24,3.4,0.87,G
72219503888,2020-02-26,33.77917,-84.52139,256.0,Fultown_GA.csv,50.6,24,4.3,0.07,G
72219503888,2020-02-27,33.77917,-84.52139,256.0,Fultown_GA.csv,40.1,24,9.6,0.03,G
72219503888,2020-02-28,33.77917,-84.52139,256.0,Fultown_GA.csv,39.7,24,5.1,0.0,G
72219503888,2020-02-29,33.77917,-84.52139,256.0,Fultown_GA.csv,43.4,24,6.5,0.0,G
72219503888,2020-03-01,33.77917,-84.52139,256.0,Fultown_GA.csv,45.3,24,2.3,0.0,G
72219503888,2020-03-02,33.77917,-84.52139,256.0,Fultown_GA.csv,52.1,24,3.7,0.0,G
72219503888,2020-03-03,33.77917,-84.52139,256.0,Fultown_GA.csv,61.2,24,5.2,0.75,G
72219503888,2020-03-04,33.77917,-84.52139,256.0,Fultown_GA.csv,57.3,24,2.9,0.3,G
72219503888,2020-03-05,33.77917,-84.52139,256.0,Fultown_GA.csv,51.5,24,5.8,1.65,G
72219503888,2020-03-06,33.77917,-84.52139,256.0,Fultown_GA.csv,49.6,24,8.5,0.73,G
72219503888,2020-03-07,33.77917,-84.52139,256.0,Fultown_GA.csv,44.3,24,6.1,0.0,G
72219503888,2020-03-08,33.77917,-84.52139,256.0,Fultown_GA.csv,46.0,24,3.3,0.0,G
72219503888,2020-03-09,33.77917,-84.52139,256.0,Fultown_GA.csv,51.4,24,3.7,0.0,G
72219503888,2020-03-10,33.77917,-84.52139,256.0,Fultown_GA.csv,58.6,24,3.8,0.02,G
72219503888,2020-03-11,33.77917,-84.52139,256.0,Fultown_GA.csv,59.6,24,4.0,0.08,G
72219503888,2020-03-12,33.77917,-84.52139,256.0,Fultown_GA.csv,63.9,24,3.2,0.43,G
72219503888,2020-03-13,33.77917,-84.52139,256.0,Fultown_GA.csv,67.8,24,5.6,0.2,G
72219503888,2020-03-14,33.77917,-84.52139,256.0,Fultown_GA.csv,65.5,24,3.0,0.0,G
72219503888,2020-03-15,33.77917,-84.52139,256.0,Fultown_GA.csv,61.4,24,4.9,0.0,G
72219503888,2020-03-16,33.77917,-84.52139,256.0,Fultown_GA.csv,55.6,24,5.3,0.03,G
72219503888,2020-03-17,33.77917,-84.52139,256.0,Fultown_GA.csv,56.0,24,3.3,0.0,G
72219503888,2020-03-18,33.77917,-84.52139,256.0,Fultown_GA.csv,62.4,24,2.7,0.0,G
72219503888,2020-03-19,33.77917,-84.52139,256.0,Fultown_GA.csv,67.1,24,4.8,0.0,G
72219503888,2020-03-20,33.77917,-84.52139,256.0,Fultown_GA.csv,70.8,24,5.9,0.0,G
72219503888,2020-03-21,33.77917,-84.52139,256.0,Fultown_GA.csv,64.5,24,6.2,0.08,G
72219503888,2020-03-22,33.77917,-84.52139,256.0,Fultown_GA.csv,54.8,24,5.1,0.07,G
72219503888,2020-03-23,33.77917,-84.52139,256.0,Fultown_GA.csv,54.3,24,4.3,0.04,G
72219503888,2020-03-24,33.77917,-84.52139,256.0,Fultown_GA.csv,62.5,24,3.7,1.31,G
72219503888,2020-03-25,33.77917,-84.52139,256.0,Fultown_GA.csv,65.7,24,6.5,0.76,G
72219503888,2020-03-26,33.77917,-84.52139,256.0,Fultown_GA.csv,61.0,24,2.3,0.01,G
72219503888,2020-03-27,33.77917,-84.52139,256.0,Fultown_GA.csv,67.9,24,2.9,0.0,H
72219503888,2020-03-28,33.77917,-84.52139,256.0,Fultown_GA.csv,72.5,24,5.0,0.0,G
72219503888,2020-03-29,33.77917,-84.52139,256.0,Fultown_GA.csv,73.2,24,6.3,0.0,G
72219503888,2020-03-30,33.77917,-84.52139,256.0,Fultown_GA.csv,66.5,24,5.1,0.01,G
72219503888,2020-03-31,33.77917,-84.52139,256.0,Fultown_GA.csv,58.7,24,4.4,0.0,G
72219503888,2020-04-01,33.77917,-84.52139,256.0,Fultown_GA.csv,50.0,24,10.2,0.4,G
72219503888,2020-04-02,33.77917,-84.52139,256.0,Fultown_GA.csv,52.0,24,2.7,0.0,G
72219503888,2020-04-03,33.77917,-84.52139,256.0,Fultown_GA.csv,58.5,24,2.7,0.0,G
72219503888,2020-04-04,33.77917,-84.52139,256.0,Fultown_GA.csv,63.1,24,2.0,0.0,G
72219503888,2020-04-05,33.77917,-84.52139,256.0,Fultown_GA.csv,64.8,24,1.1,0.0,G
72219503888,2020-04-06,33.77917,-84.52139,256.0,Fultown_GA.csv,66.2,24,2.7,0.0,G
72219503888,2020-04-07,33.77917,-84.52139,256.0,Fultown_GA.csv,68.0,24,3.8,0.0,G
72219503888,2020-04-08,33.77917,-84.52139,256.0,Fultown_GA.csv,68.1,24,3.4,0.0,G
72219503888,2020-04-09,33.77917,-84.52139,256.0,Fultown_GA.csv,69.5,24,7.7,0.24,G
72219503888,2020-04-10,33.77917,-84.52139,256.0,Fultown_GA.csv,58.1,24,9.0,0.0,I
72219503888,2020-04-11,33.77917,-84.52139,256.0,Fultown_GA.csv,52.8,24,2.2,0.0,G
72219503888,2020-04-12,33.77917,-84.52139,256.0,Fultown_GA.csv,56.7,24,4.5,0.0,G
72219503888,2020-04-13,33.77917,-84.52139,256.0,Fultown_GA.csv,68.7,24,9.8,1.07,G
72219503888,2020-04-14,33.77917,-84.52139,256.0,Fultown_GA.csv,56.8,24,5.3,0.89,G
72219503888,2020-04-15,33.77917,-84.52139,256.0,Fultown_GA.csv,51.4,24,8.5,0.0,G
72219503888,2020-04-16,33.77917,-84.52139,256.0,Fultown_GA.csv,52.2,24,3.0,0.0,G
72219503888,2020-04-17,33.77917,-84.52139,256.0,Fultown_GA.csv,56.6,24,3.6,0.0,G
72219503888,2020-04-18,33.77917,-84.52139,256.0,Fultown_GA.csv,60.9,24,5.7,0.07,G
72219503888,2020-04-19,33.77917,-84.52139,256.0,Fultown_GA.csv,49.8,24,1.6,0.88,B
72219503888,2020-04-20,33.77917,-84.52139,256.0,Fultown_GA.csv,59.1,24,5.6,2.08,G
72219503888,2020-04-21,33.77917,-84.52139,256.0,Fultown_GA.csv,60.1,24,5.5,0.01,G
72219503888,2020-04-22,33.77917,-84.52139,256.0,Fultown_GA.csv,60.0,24,2.0,0.0,G
72219503888,2020-04-23,33.77917,-84.52139,256.0,Fultown_GA.csv,58.8,24,5.4,0.28,G
72219503888,2020-04-24,33.77917,-84.52139,256.0,Fultown_GA.csv,63.6,24,6.5,0.6,G
72219503888,2020-04-25,33.77917,-84.52139,256.0,Fultown_GA.csv,63.9,24,5.1,0.01,G
72219503888,2020-04-26,33.77917,-84.52139,256.0,Fultown_GA.csv,60.9,24,11.8,0.01,G
72219503888,2020-04-27,33.77917,-84.52139,256.0,Fultown_GA.csv,57.4,24,7.5,0.0,G
72219503888,2020-04-28,33.77917,-84.52139,256.0,Fultown_GA.csv,61.8,24,2.7,0.0,G
72219503888,2020-04-29,33.77917,-84.52139,256.0,Fultown_GA.csv,65.3,24,6.9,0.0,G
72219503888,2020-04-30,33.77917,-84.52139,256.0,Fultown_GA.csv,58.2,24,6.3,0.69,G
72219503888,2020-05-01,33.77917,-84.52139,256.0,Fultown_GA.csv,59.1,24,5.5,0.0,G
72219503888,2020-05-02,33.77917,-84.52139,256.0,Fultown_GA.csv,63.4,24,1.9,0.0,G
72219503888,2020-05-03,33.77917,-84.52139,256.0,Fultown_GA.csv,68.8,24,4.1,0.0,G
72219503888,2020-05-04,33.77917,-84.52139,256.0,Fultown_GA.csv,73.8,24,3.5,0.0,G
72219503888,2020-05-05,33.77917,-84.52139,256.0,Fultown_GA.csv,74.9,24,5.6,0.0,G
72219503888,2020-05-06,33.77917,-84.52139,256.0,Fultown_GA.csv,64.2,24,10.4,0.0,G
72219503888,2020-05-07,33.77917,-84.52139,256.0,Fultown_GA.csv,55.0,24,6.2,0.0,G
72219503888,2020-05-08,33.77917,-84.52139,256.0,Fultown_GA.csv,54.5,24,2.2,0.0,G
72219503888,2020-05-09,33.77917,-84.52139,256.0,Fultown_GA.csv,53.5,24,7.6,0.13,G
72219503888,2020-05-10,33.77917,-84.52139,256.0,Fultown_GA.csv,54.7,24,2.6,0.0,G
72219503888,2020-05-11,33.77917,-84.52139,256.0,Fultown_GA.csv,57.6,24,7.2,0.0,G
72219503888,2020-05-12,33.77917,-84.52139,256.0,Fultown_GA.csv,57.2,24,1.8,0.0,G
72219503888,2020-05-13,33.77917,-84.52139,256.0,Fultown_GA.csv,63.5,24,2.2,0.0,G
72219503888,2020-05-14,33.77917,-84.52139,256.0,Fultown_GA.csv,70.0,24,4.6,0.0,G
72219503888,2020-05-15,33.77917,-84.52139,256.0,Fultown_GA.csv,71.9,24,4.5,0.0,G
72219503888,2020-05-16,33.77917,-84.52139,256.0,Fultown_GA.csv,71.9,24,3.7,0.0,G
72219503888,2020-05-17,33.77917,-84.52139,256.0,Fultown_GA.csv,72.9,24,3.7,0.0,G
72219503888,2020-05-18,33.77917,-84.52139,256.0,Fultown_GA.csv,70.7,24,3.4,0.24,G
72219503888,2020-05-19,33.77917,-84.52139,256.0,Fultown_GA.csv,68.9,24,6.3,0.08,G
72219503888,2020-05-20,33.77917,-84.52139,256.0,Fultown_GA.csv,61.2,24,7.1,0.03,G
72219503888,2020-05-21,33.77917,-84.52139,256.0,Fultown_GA.csv,62.3,24,3.7,0.0,G
72219503888,2020-05-22,33.77917,-84.52139,256.0,Fultown_GA.csv,71.0,24,3.1,0.0,G
72219503888,2020-05-23,33.77917,-84.52139,256.0,Fultown_GA.csv,73.3,24,3.8,0.2,G
72219503888,2020-05-24,33.77917,-84.52139,256.0,Fultown_GA.csv,76.4,24,2.4,0.0,G
72219503888,2020-05-25,33.77917,-84.52139,256.0,Fultown_GA.csv,74.1,24,5.4,0.05,G
72219503888,2020-05-26,33.77917,-84.52139,256.0,Fultown_GA.csv,71.1,24,6.5,0.33,G
72219503888,2020-05-27,33.77917,-84.52139,256.0,Fultown_GA.csv,70.5,24,6.4,0.01,G
72219503888,2020-05-28,33.77917,-84.52139,256.0,Fultown_GA.csv,72.7,24,3.6,0.4,G
72219503888,2020-05-29,33.77917,-84.52139,256.0,Fultown_GA.csv,74.5,24,2.7,0.12,G
72219503888,2020-05-30,33.77917,-84.52139,256.0,Fultown_GA.csv,75.7,23,3.3,0.0,G
