Station ID,Date,Latitude,Longitude,Elevation,Sussex_DW.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72409313764,2020-01-01,38.68974,-75.36253,14.0,Sussex_DW.csv,42.5,24,5.0,0.0,G
72409313764,2020-01-02,38.68974,-75.36253,14.0,Sussex_DW.csv,38.3,24,4.0,0.0,G
72409313764,2020-01-03,38.68974,-75.36253,14.0,Sussex_DW.csv,50.7,24,7.5,0.19,G
72409313764,2020-01-04,38.68974,-75.36253,14.0,Sussex_DW.csv,55.1,24,3.1,0.1,G
72409313764,2020-01-05,38.68974,-75.36253,14.0,Sussex_DW.csv,43.5,24,9.4,0.53,G
72409313764,2020-01-06,38.68974,-75.36253,14.0,Sussex_DW.csv,38.9,24,4.0,0.01,G
72409313764,2020-01-07,38.68974,-75.36253,14.0,Sussex_DW.csv,36.4,24,3.0,0.0,G
72409313764,2020-01-08,38.68974,-75.36253,14.0,Sussex_DW.csv,38.7,24,7.7,0.28,G
72409313764,2020-01-09,38.68974,-75.36253,14.0,Sussex_DW.csv,32.3,24,4.8,0.0,G
72409313764,2020-01-10,38.68974,-75.36253,14.0,Sussex_DW.csv,43.7,24,5.2,0.0,G
72409313764,2020-01-11,38.68974,-75.36253,14.0,Sussex_DW.csv,62.1,24,11.0,0.0,G
72409313764,2020-01-12,38.68974,-75.36253,14.0,Sussex_DW.csv,66.7,24,12.5,0.01,G
72409313764,2020-01-13,38.68974,-75.36253,14.0,Sussex_DW.csv,51.6,24,4.2,0.03,G
72409313764,2020-01-14,38.68974,-75.36253,14.0,Sussex_DW.csv,46.7,24,2.9,0.0,G
72409313764,2020-01-15,38.68974,-75.36253,14.0,Sussex_DW.csv,48.6,24,3.1,0.14,G
72409313764,2020-01-16,38.68974,-75.36253,14.0,Sussex_DW.csv,50.7,24,10.0,0.0,G
72409313764,2020-01-17,38.68974,-75.36253,14.0,Sussex_DW.csv,34.8,23,8.2,0.0,G
72409313764,2020-01-18,38.68974,-75.36253,14.0,Sussex_DW.csv,30.4,24,3.5,0.0,G
72409313764,2020-01-19,38.68974,-75.36253,14.0,Sussex_DW.csv,43.7,24,10.0,0.27,G
72409313764,2020-01-20,38.68974,-75.36253,14.0,Sussex_DW.csv,29.5,24,8.4,0.0,G
72409313764,2020-01-21,38.68974,-75.36253,14.0,Sussex_DW.csv,27.9,24,5.2,0.0,G
72409313764,2020-01-22,38.68974,-75.36253,14.0,Sussex_DW.csv,26.2,15,3.1,0.0,G
72409313764,2020-01-25,38.68974,-75.36253,14.0,Sussex_DW.csv,53.8,14,8.2,0.54,G
72409313764,2020-01-26,38.68974,-75.36253,14.0,Sussex_DW.csv,45.2,24,3.4,0.89,G
72409313764,2020-01-27,38.68974,-75.36253,14.0,Sussex_DW.csv,42.2,24,4.5,0.0,G
72409313764,2020-01-28,38.68974,-75.36253,14.0,Sussex_DW.csv,42.0,24,5.0,0.0,G
72409313764,2020-01-29,38.68974,-75.36253,14.0,Sussex_DW.csv,40.7,24,3.5,0.0,G
72409313764,2020-01-30,38.68974,-75.36253,14.0,Sussex_DW.csv,34.1,24,4.2,0.0,G
72409313764,2020-01-31,38.68974,-75.36253,14.0,Sussex_DW.csv,39.3,24,3.4,0.0,G
72409313764,2020-02-01,38.68974,-75.36253,14.0,Sussex_DW.csv,43.8,24,3.0,0.04,G
72409313764,2020-02-02,38.68974,-75.36253,14.0,Sussex_DW.csv,41.6,23,4.9,0.11,G
72409313764,2020-02-03,38.68974,-75.36253,14.0,Sussex_DW.csv,48.6,24,4.0,0.01,G
72409313764,2020-02-04,38.68974,-75.36253,14.0,Sussex_DW.csv,58.2,24,5.2,0.0,G
72409313764,2020-02-05,38.68974,-75.36253,14.0,Sussex_DW.csv,49.5,24,6.8,0.03,G
72409313764,2020-02-06,38.68974,-75.36253,14.0,Sussex_DW.csv,46.8,24,5.2,0.31,G
72409313764,2020-02-07,38.68974,-75.36253,14.0,Sussex_DW.csv,52.6,24,12.1,1.24,G
72409313764,2020-02-08,38.68974,-75.36253,14.0,Sussex_DW.csv,38.4,24,7.1,0.03,G
72409313764,2020-02-09,38.68974,-75.36253,14.0,Sussex_DW.csv,35.4,17,2.2,0.0,G
72409313764,2020-02-10,38.68974,-75.36253,14.0,Sussex_DW.csv,46.3,24,10.4,0.0,G
72409313764,2020-02-11,38.68974,-75.36253,14.0,Sussex_DW.csv,56.2,24,7.2,0.17,G
72409313764,2020-02-12,38.68974,-75.36253,14.0,Sussex_DW.csv,46.8,24,4.8,0.63,G
72409313764,2020-02-13,38.68974,-75.36253,14.0,Sussex_DW.csv,49.7,24,6.3,0.09,G
72409313764,2020-02-14,38.68974,-75.36253,14.0,Sussex_DW.csv,40.2,24,6.7,0.17,G
72409313764,2020-02-15,38.68974,-75.36253,14.0,Sussex_DW.csv,32.9,9,5.5,0.0,G
72409313764,2020-02-16,38.68974,-75.36253,14.0,Sussex_DW.csv,37.3,24,5.3,0.0,G
72409313764,2020-02-17,38.68974,-75.36253,14.0,Sussex_DW.csv,43.7,24,3.8,0.0,G
72409313764,2020-02-18,38.68974,-75.36253,14.0,Sussex_DW.csv,48.3,24,3.8,0.0,G
72409313764,2020-02-19,38.68974,-75.36253,14.0,Sussex_DW.csv,49.7,24,4.9,0.04,G
72409313764,2020-02-20,38.68974,-75.36253,14.0,Sussex_DW.csv,35.4,23,3.3,0.0,I
72409313764,2020-02-21,38.68974,-75.36253,14.0,Sussex_DW.csv,32.0,24,8.2,0.0,G
72409313764,2020-02-22,38.68974,-75.36253,14.0,Sussex_DW.csv,35.0,24,4.4,0.0,G
72409313764,2020-02-23,38.68974,-75.36253,14.0,Sussex_DW.csv,40.4,24,3.6,0.0,G
72409313764,2020-02-24,38.68974,-75.36253,14.0,Sussex_DW.csv,46.9,24,6.6,0.0,G
72409313764,2020-02-25,38.68974,-75.36253,14.0,Sussex_DW.csv,49.8,24,4.7,0.05,G
72409313764,2020-02-26,38.68974,-75.36253,14.0,Sussex_DW.csv,49.3,24,4.9,0.27,G
72409313764,2020-02-27,38.68974,-75.36253,14.0,Sussex_DW.csv,44.4,24,12.2,0.17,G
72409313764,2020-02-28,38.68974,-75.36253,14.0,Sussex_DW.csv,38.2,24,8.2,0.14,G
72409313764,2020-02-29,38.68974,-75.36253,14.0,Sussex_DW.csv,36.0,24,7.7,0.0,G
72409313764,2020-03-01,38.68974,-75.36253,14.0,Sussex_DW.csv,35.4,24,5.8,0.0,G
72409313764,2020-03-02,38.68974,-75.36253,14.0,Sussex_DW.csv,48.2,18,9.7,0.0,G
72409313764,2020-03-03,38.68974,-75.36253,14.0,Sussex_DW.csv,57.2,15,8.4,0.05,G
72409313764,2020-03-04,38.68974,-75.36253,14.0,Sussex_DW.csv,54.7,19,8.8,0.03,G
72409313764,2020-03-05,38.68974,-75.36253,14.0,Sussex_DW.csv,47.8,24,4.2,0.0,G
72409313764,2020-03-06,38.68974,-75.36253,14.0,Sussex_DW.csv,42.5,24,5.1,0.01,G
72409313764,2020-03-07,38.68974,-75.36253,14.0,Sussex_DW.csv,40.3,20,7.7,0.52,G
72409313764,2020-03-08,38.68974,-75.36253,14.0,Sussex_DW.csv,41.1,24,3.4,0.05,G
72409313764,2020-03-09,38.68974,-75.36253,14.0,Sussex_DW.csv,53.6,24,8.1,0.0,G
72409313764,2020-03-10,38.68974,-75.36253,14.0,Sussex_DW.csv,59.8,22,12.1,0.0,G
72409313764,2020-03-11,38.68974,-75.36253,14.0,Sussex_DW.csv,55.1,24,5.4,0.0,G
72409313764,2020-03-12,38.68974,-75.36253,14.0,Sussex_DW.csv,47.2,18,3.7,0.0,G
72409313764,2020-03-13,38.68974,-75.36253,14.0,Sussex_DW.csv,60.9,18,7.1,0.4,G
72409313764,2020-03-14,38.68974,-75.36253,14.0,Sussex_DW.csv,56.7,7,4.9,0.0,I
72409313764,2020-03-15,38.68974,-75.36253,14.0,Sussex_DW.csv,46.3,13,7.4,0.0,G
72409313764,2020-03-16,38.68974,-75.36253,14.0,Sussex_DW.csv,42.6,18,6.2,0.06,G
72409313764,2020-03-17,38.68974,-75.36253,14.0,Sussex_DW.csv,48.8,20,6.0,0.0,G
72409313764,2020-03-18,38.68974,-75.36253,14.0,Sussex_DW.csv,51.1,23,6.6,0.0,G
72409313764,2020-03-19,38.68974,-75.36253,14.0,Sussex_DW.csv,56.6,24,7.3,0.35,G
72409313764,2020-03-20,38.68974,-75.36253,14.0,Sussex_DW.csv,68.6,24,11.3,0.0,H
72409313764,2020-03-21,38.68974,-75.36253,14.0,Sussex_DW.csv,59.2,24,6.1,0.31,G
72409313764,2020-03-22,38.68974,-75.36253,14.0,Sussex_DW.csv,45.3,24,6.2,0.08,G
72409313764,2020-03-23,38.68974,-75.36253,14.0,Sussex_DW.csv,46.6,24,9.2,0.25,G
72409313764,2020-03-24,38.68974,-75.36253,14.0,Sussex_DW.csv,47.6,24,4.6,0.2,G
72409313764,2020-03-25,38.68974,-75.36253,14.0,Sussex_DW.csv,46.4,24,10.9,0.01,G
72409313764,2020-03-26,38.68974,-75.36253,14.0,Sussex_DW.csv,47.6,24,4.8,0.28,G
72409313764,2020-03-27,38.68974,-75.36253,14.0,Sussex_DW.csv,55.9,24,5.2,0.02,G
72409313764,2020-03-28,38.68974,-75.36253,14.0,Sussex_DW.csv,53.6,24,5.0,0.46,G
72409313764,2020-03-29,38.68974,-75.36253,14.0,Sussex_DW.csv,54.2,24,4.3,0.41,G
72409313764,2020-03-30,38.68974,-75.36253,14.0,Sussex_DW.csv,57.0,24,5.7,0.0,G
72409313764,2020-03-31,38.68974,-75.36253,14.0,Sussex_DW.csv,47.1,24,5.8,0.0,G
72409313764,2020-04-01,38.68974,-75.36253,14.0,Sussex_DW.csv,45.3,24,11.7,0.04,G
72409313764,2020-04-02,38.68974,-75.36253,14.0,Sussex_DW.csv,49.5,23,8.0,0.0,G
72409313764,2020-04-03,38.68974,-75.36253,14.0,Sussex_DW.csv,53.8,24,9.5,0.0,G
72409313764,2020-04-04,38.68974,-75.36253,14.0,Sussex_DW.csv,50.8,24,6.7,0.01,G
72409313764,2020-04-05,38.68974,-75.36253,14.0,Sussex_DW.csv,51.7,24,4.0,0.0,G
72409313764,2020-04-06,38.68974,-75.36253,14.0,Sussex_DW.csv,57.1,24,5.8,0.0,G
72409313764,2020-04-07,38.68974,-75.36253,14.0,Sussex_DW.csv,55.7,24,4.6,0.0,G
72409313764,2020-04-08,38.68974,-75.36253,14.0,Sussex_DW.csv,64.3,24,6.6,0.09,G
72409313764,2020-04-09,38.68974,-75.36253,14.0,Sussex_DW.csv,59.1,24,9.6,0.05,G
72409313764,2020-04-10,38.68974,-75.36253,14.0,Sussex_DW.csv,48.9,24,13.0,0.1,G
72409313764,2020-04-11,38.68974,-75.36253,14.0,Sussex_DW.csv,48.6,24,6.6,0.0,G
72409313764,2020-04-12,38.68974,-75.36253,14.0,Sussex_DW.csv,55.6,24,7.4,0.0,G
72409313764,2020-04-13,38.68974,-75.36253,14.0,Sussex_DW.csv,65.4,24,15.4,0.63,G
72409313764,2020-04-14,38.68974,-75.36253,14.0,Sussex_DW.csv,56.0,24,5.1,0.6,G
72409313764,2020-04-15,38.68974,-75.36253,14.0,Sussex_DW.csv,46.0,24,5.8,0.21,G
72409313764,2020-04-16,38.68974,-75.36253,14.0,Sussex_DW.csv,45.9,24,6.8,0.2,G
72409313764,2020-04-17,38.68974,-75.36253,14.0,Sussex_DW.csv,45.6,24,4.7,0.0,G
72409313764,2020-04-18,38.68974,-75.36253,14.0,Sussex_DW.csv,52.8,24,7.3,0.02,G
72409313764,2020-04-19,38.68974,-75.36253,14.0,Sussex_DW.csv,47.4,24,5.7,0.08,G
72409313764,2020-04-20,38.68974,-75.36253,14.0,Sussex_DW.csv,54.0,24,5.2,0.0,G
72409313764,2020-04-22,38.68974,-75.36253,14.0,Sussex_DW.csv,54.8,9,10.6,0.16,G
72409313764,2020-04-23,38.68974,-75.36253,14.0,Sussex_DW.csv,50.2,24,3.0,0.0,G
72409313764,2020-04-24,38.68974,-75.36253,14.0,Sussex_DW.csv,55.4,24,6.0,0.77,G
72409313764,2020-04-25,38.68974,-75.36253,14.0,Sussex_DW.csv,53.4,24,5.9,0.17,G
72409313764,2020-04-26,38.68974,-75.36253,14.0,Sussex_DW.csv,55.2,24,5.5,0.24,G
72409313764,2020-04-27,38.68974,-75.36253,14.0,Sussex_DW.csv,50.8,24,6.4,0.08,G
72409313764,2020-04-28,38.68974,-75.36253,14.0,Sussex_DW.csv,51.8,24,4.0,0.01,G
72409313764,2020-04-29,38.68974,-75.36253,14.0,Sussex_DW.csv,60.9,24,7.2,0.0,G
72409313764,2020-04-30,38.68974,-75.36253,14.0,Sussex_DW.csv,66.0,24,15.9,0.0,G
72409313764,2020-05-01,38.68974,-75.36253,14.0,Sussex_DW.csv,60.2,24,4.5,0.48,G
72409313764,2020-05-02,38.68974,-75.36253,14.0,Sussex_DW.csv,62.3,24,6.0,0.0,G
72409313764,2020-05-03,38.68974,-75.36253,14.0,Sussex_DW.csv,65.8,24,6.6,0.0,G
72409313764,2020-05-04,38.68974,-75.36253,14.0,Sussex_DW.csv,68.7,24,6.8,1.34,G
72409313764,2020-05-05,38.68974,-75.36253,14.0,Sussex_DW.csv,56.4,24,4.5,0.59,G
72409313764,2020-05-06,38.68974,-75.36253,14.0,Sussex_DW.csv,50.1,24,5.7,0.1,G
72409313764,2020-05-07,38.68974,-75.36253,14.0,Sussex_DW.csv,53.6,24,5.5,0.13,G
72409313764,2020-05-08,38.68974,-75.36253,14.0,Sussex_DW.csv,59.0,24,9.0,0.01,G
72409313764,2020-05-09,38.68974,-75.36253,14.0,Sussex_DW.csv,46.1,24,10.2,0.19,G
72409313764,2020-05-10,38.68974,-75.36253,14.0,Sussex_DW.csv,49.6,24,7.9,0.02,G
72409313764,2020-05-11,38.68974,-75.36253,14.0,Sussex_DW.csv,56.3,24,8.7,0.0,G
72409313764,2020-05-12,38.68974,-75.36253,14.0,Sussex_DW.csv,51.8,24,7.4,0.0,G
72409313764,2020-05-13,38.68974,-75.36253,14.0,Sussex_DW.csv,54.2,24,3.6,0.0,G
72409313764,2020-05-14,38.68974,-75.36253,14.0,Sussex_DW.csv,58.7,24,4.9,0.0,G
72409313764,2020-05-15,38.68974,-75.36253,14.0,Sussex_DW.csv,72.9,24,11.5,0.0,G
72409313764,2020-05-16,38.68974,-75.36253,14.0,Sussex_DW.csv,73.3,24,9.8,0.0,G
72409313764,2020-05-17,38.68974,-75.36253,14.0,Sussex_DW.csv,59.5,24,6.9,0.0,G
72409313764,2020-05-18,38.68974,-75.36253,14.0,Sussex_DW.csv,58.2,24,11.2,0.0,G
72409313764,2020-05-19,38.68974,-75.36253,14.0,Sussex_DW.csv,58.8,24,17.2,0.04,G
72409313764,2020-05-20,38.68974,-75.36253,14.0,Sussex_DW.csv,54.1,24,15.2,0.0,G
72409313764,2020-05-21,38.68974,-75.36253,14.0,Sussex_DW.csv,57.7,24,9.6,0.0,G
72409313764,2020-05-22,38.68974,-75.36253,14.0,Sussex_DW.csv,64.3,24,7.1,0.03,G
72409313764,2020-05-23,38.68974,-75.36253,14.0,Sussex_DW.csv,69.5,24,4.1,0.95,G
72409313764,2020-05-24,38.68974,-75.36253,14.0,Sussex_DW.csv,58.4,24,8.9,0.07,G
72409313764,2020-05-25,38.68974,-75.36253,14.0,Sussex_DW.csv,61.5,24,5.7,0.0,G
72409313764,2020-05-26,38.68974,-75.36253,14.0,Sussex_DW.csv,63.7,24,4.9,0.0,G
72409313764,2020-05-27,38.68974,-75.36253,14.0,Sussex_DW.csv,66.8,24,6.3,0.0,G
72409313764,2020-05-28,38.68974,-75.36253,14.0,Sussex_DW.csv,74.2,24,9.3,0.03,G
72409313764,2020-05-29,38.68974,-75.36253,14.0,Sussex_DW.csv,77.1,24,9.3,0.01,G
72409313764,2020-05-30,38.68974,-75.36253,14.0,Sussex_DW.csv,76.4,19,6.5,0.03,G
