Station ID,Date,Latitude,Longitude,Elevation,Macomb_MI.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99799699999,2020-01-01,42.4666666,-82.8666666,180.0,Macomb_MI.csv,29.9,24,9.3,0.0,I
99799699999,2020-01-02,42.4666666,-82.8666666,180.0,Macomb_MI.csv,39.8,24,8.6,0.0,I
99799699999,2020-01-03,42.4666666,-82.8666666,180.0,Macomb_MI.csv,43.4,24,4.7,0.0,I
99799699999,2020-01-04,42.4666666,-82.8666666,180.0,Macomb_MI.csv,35.6,24,5.5,0.0,I
99799699999,2020-01-05,42.4666666,-82.8666666,180.0,Macomb_MI.csv,31.5,24,9.1,0.0,I
99799699999,2020-01-06,42.4666666,-82.8666666,180.0,Macomb_MI.csv,37.8,24,12.0,0.0,I
99799699999,2020-01-07,42.4666666,-82.8666666,180.0,Macomb_MI.csv,36.3,24,5.7,0.0,I
99799699999,2020-01-08,42.4666666,-82.8666666,180.0,Macomb_MI.csv,27.4,24,10.2,0.0,I
99799699999,2020-01-09,42.4666666,-82.8666666,180.0,Macomb_MI.csv,26.0,24,11.5,0.0,I
99799699999,2020-01-10,42.4666666,-82.8666666,180.0,Macomb_MI.csv,44.3,24,8.1,0.0,I
99799699999,2020-01-11,42.4666666,-82.8666666,180.0,Macomb_MI.csv,41.2,23,10.1,0.0,I
99799699999,2020-01-12,42.4666666,-82.8666666,180.0,Macomb_MI.csv,27.6,23,9.1,0.0,I
99799699999,2020-01-13,42.4666666,-82.8666666,180.0,Macomb_MI.csv,31.2,21,5.8,0.0,I
99799699999,2020-01-14,42.4666666,-82.8666666,180.0,Macomb_MI.csv,36.8,24,6.3,0.0,I
99799699999,2020-01-15,42.4666666,-82.8666666,180.0,Macomb_MI.csv,36.0,24,5.2,0.0,I
99799699999,2020-01-16,42.4666666,-82.8666666,180.0,Macomb_MI.csv,33.9,24,9.1,0.0,I
99799699999,2020-01-17,42.4666666,-82.8666666,180.0,Macomb_MI.csv,22.9,24,7.8,0.0,I
99799699999,2020-01-18,42.4666666,-82.8666666,180.0,Macomb_MI.csv,30.4,24,15.3,0.0,I
99799699999,2020-01-19,42.4666666,-82.8666666,180.0,Macomb_MI.csv,25.0,24,13.1,0.0,I
99799699999,2020-01-20,42.4666666,-82.8666666,180.0,Macomb_MI.csv,19.4,24,5.9,0.0,I
99799699999,2020-01-21,42.4666666,-82.8666666,180.0,Macomb_MI.csv,23.3,24,4.8,0.0,I
99799699999,2020-01-22,42.4666666,-82.8666666,180.0,Macomb_MI.csv,26.1,24,7.1,0.0,I
99799699999,2020-01-23,42.4666666,-82.8666666,180.0,Macomb_MI.csv,30.4,24,3.6,0.0,I
99799699999,2020-01-24,42.4666666,-82.8666666,180.0,Macomb_MI.csv,33.1,24,5.5,0.0,I
99799699999,2020-01-25,42.4666666,-82.8666666,180.0,Macomb_MI.csv,35.5,24,7.0,0.0,I
99799699999,2020-01-26,42.4666666,-82.8666666,180.0,Macomb_MI.csv,34.6,24,7.7,0.0,I
99799699999,2020-01-27,42.4666666,-82.8666666,180.0,Macomb_MI.csv,34.5,24,6.1,0.0,I
99799699999,2020-01-28,42.4666666,-82.8666666,180.0,Macomb_MI.csv,34.1,24,4.3,0.0,I
99799699999,2020-01-29,42.4666666,-82.8666666,180.0,Macomb_MI.csv,29.8,24,5.9,0.0,I
99799699999,2020-01-30,42.4666666,-82.8666666,180.0,Macomb_MI.csv,29.5,24,5.6,0.0,I
99799699999,2020-01-31,42.4666666,-82.8666666,180.0,Macomb_MI.csv,29.8,24,2.1,0.0,I
99799699999,2020-02-01,42.4666666,-82.8666666,180.0,Macomb_MI.csv,29.4,24,4.0,0.0,I
99799699999,2020-02-02,42.4666666,-82.8666666,180.0,Macomb_MI.csv,38.1,24,9.3,0.0,I
99799699999,2020-02-03,42.4666666,-82.8666666,180.0,Macomb_MI.csv,39.8,24,4.8,0.0,I
99799699999,2020-02-04,42.4666666,-82.8666666,180.0,Macomb_MI.csv,35.2,23,11.2,0.0,I
99799699999,2020-02-05,42.4666666,-82.8666666,180.0,Macomb_MI.csv,27.4,24,10.3,0.0,I
99799699999,2020-02-06,42.4666666,-82.8666666,180.0,Macomb_MI.csv,26.3,24,14.3,0.0,I
99799699999,2020-02-07,42.4666666,-82.8666666,180.0,Macomb_MI.csv,28.5,24,9.1,0.0,I
99799699999,2020-02-08,42.4666666,-82.8666666,180.0,Macomb_MI.csv,25.2,24,5.8,0.0,I
99799699999,2020-02-09,42.4666666,-82.8666666,180.0,Macomb_MI.csv,29.5,24,5.8,0.0,I
99799699999,2020-02-10,42.4666666,-82.8666666,180.0,Macomb_MI.csv,33.3,24,6.3,0.0,I
99799699999,2020-02-11,42.4666666,-82.8666666,180.0,Macomb_MI.csv,32.7,24,5.9,0.0,I
99799699999,2020-02-12,42.4666666,-82.8666666,180.0,Macomb_MI.csv,29.5,24,7.2,0.0,I
99799699999,2020-02-13,42.4666666,-82.8666666,180.0,Macomb_MI.csv,28.4,24,6.0,0.0,I
99799699999,2020-02-14,42.4666666,-82.8666666,180.0,Macomb_MI.csv,13.8,24,7.1,0.0,I
99799699999,2020-02-15,42.4666666,-82.8666666,180.0,Macomb_MI.csv,20.0,24,8.9,0.0,I
99799699999,2020-02-16,42.4666666,-82.8666666,180.0,Macomb_MI.csv,34.6,24,8.2,0.0,I
99799699999,2020-02-17,42.4666666,-82.8666666,180.0,Macomb_MI.csv,29.7,24,7.6,0.0,I
99799699999,2020-02-18,42.4666666,-82.8666666,180.0,Macomb_MI.csv,35.4,24,11.0,0.0,I
99799699999,2020-02-19,42.4666666,-82.8666666,180.0,Macomb_MI.csv,27.8,24,8.0,0.0,I
99799699999,2020-02-20,42.4666666,-82.8666666,180.0,Macomb_MI.csv,21.2,24,6.9,0.0,I
99799699999,2020-02-21,42.4666666,-82.8666666,180.0,Macomb_MI.csv,22.9,24,7.3,0.0,I
99799699999,2020-02-22,42.4666666,-82.8666666,180.0,Macomb_MI.csv,33.2,24,10.2,0.0,I
99799699999,2020-02-23,42.4666666,-82.8666666,180.0,Macomb_MI.csv,40.1,24,8.2,0.0,I
99799699999,2020-02-24,42.4666666,-82.8666666,180.0,Macomb_MI.csv,39.3,24,5.8,0.0,I
99799699999,2020-02-25,42.4666666,-82.8666666,180.0,Macomb_MI.csv,35.4,24,11.8,0.0,I
99799699999,2020-02-26,42.4666666,-82.8666666,180.0,Macomb_MI.csv,31.1,24,14.1,0.0,I
99799699999,2020-02-27,42.4666666,-82.8666666,180.0,Macomb_MI.csv,23.1,24,13.8,0.0,I
99799699999,2020-02-28,42.4666666,-82.8666666,180.0,Macomb_MI.csv,22.6,24,13.9,0.0,I
99799699999,2020-02-29,42.4666666,-82.8666666,180.0,Macomb_MI.csv,25.3,24,8.9,0.0,I
99799699999,2020-03-01,42.4666666,-82.8666666,180.0,Macomb_MI.csv,31.3,24,6.2,0.0,I
99799699999,2020-03-02,42.4666666,-82.8666666,180.0,Macomb_MI.csv,46.2,24,8.6,0.0,I
99799699999,2020-03-03,42.4666666,-82.8666666,180.0,Macomb_MI.csv,40.4,24,4.7,0.0,I
99799699999,2020-03-04,42.4666666,-82.8666666,180.0,Macomb_MI.csv,40.1,23,9.0,0.0,I
99799699999,2020-03-05,42.4666666,-82.8666666,180.0,Macomb_MI.csv,35.7,24,5.6,0.0,I
99799699999,2020-03-06,42.4666666,-82.8666666,180.0,Macomb_MI.csv,34.7,24,9.0,0.0,I
99799699999,2020-03-07,42.4666666,-82.8666666,180.0,Macomb_MI.csv,32.0,24,7.9,0.0,I
99799699999,2020-03-08,42.4666666,-82.8666666,180.0,Macomb_MI.csv,43.3,24,8.1,0.0,I
99799699999,2020-03-09,42.4666666,-82.8666666,180.0,Macomb_MI.csv,54.1,24,10.1,0.0,I
99799699999,2020-03-10,42.4666666,-82.8666666,180.0,Macomb_MI.csv,48.4,24,9.7,0.0,I
99799699999,2020-03-11,42.4666666,-82.8666666,180.0,Macomb_MI.csv,36.1,19,6.2,0.0,I
99799699999,2020-03-12,42.4666666,-82.8666666,180.0,Macomb_MI.csv,39.9,24,5.2,0.0,I
99799699999,2020-03-13,42.4666666,-82.8666666,180.0,Macomb_MI.csv,42.7,18,12.3,0.0,I
99799699999,2020-03-14,42.4666666,-82.8666666,180.0,Macomb_MI.csv,35.0,16,7.1,0.0,I
99799699999,2020-03-15,42.4666666,-82.8666666,180.0,Macomb_MI.csv,33.7,24,10.8,0.0,I
99799699999,2020-03-16,42.4666666,-82.8666666,180.0,Macomb_MI.csv,33.7,24,7.0,0.0,I
99799699999,2020-03-17,42.4666666,-82.8666666,180.0,Macomb_MI.csv,41.8,24,7.3,0.0,I
99799699999,2020-03-18,42.4666666,-82.8666666,180.0,Macomb_MI.csv,38.3,24,5.9,0.0,I
99799699999,2020-03-19,42.4666666,-82.8666666,180.0,Macomb_MI.csv,39.4,24,5.6,0.0,I
99799699999,2020-03-20,42.4666666,-82.8666666,180.0,Macomb_MI.csv,51.7,24,11.9,0.0,I
99799699999,2020-03-21,42.4666666,-82.8666666,180.0,Macomb_MI.csv,29.2,24,12.8,0.0,I
99799699999,2020-03-22,42.4666666,-82.8666666,180.0,Macomb_MI.csv,29.1,24,9.8,0.0,I
99799699999,2020-03-23,42.4666666,-82.8666666,180.0,Macomb_MI.csv,35.3,24,8.8,0.0,I
99799699999,2020-03-24,42.4666666,-82.8666666,180.0,Macomb_MI.csv,38.0,24,3.2,0.0,I
99799699999,2020-03-25,42.4666666,-82.8666666,180.0,Macomb_MI.csv,37.5,24,6.8,0.0,I
99799699999,2020-03-26,42.4666666,-82.8666666,180.0,Macomb_MI.csv,49.1,21,6.2,0.0,I
99799699999,2020-03-27,42.4666666,-82.8666666,180.0,Macomb_MI.csv,37.5,24,7.7,0.0,I
99799699999,2020-03-28,42.4666666,-82.8666666,180.0,Macomb_MI.csv,41.9,24,5.9,0.0,I
99799699999,2020-03-29,42.4666666,-82.8666666,180.0,Macomb_MI.csv,49.7,24,11.9,0.0,I
99799699999,2020-03-30,42.4666666,-82.8666666,180.0,Macomb_MI.csv,45.6,24,13.2,0.0,I
99799699999,2020-03-31,42.4666666,-82.8666666,180.0,Macomb_MI.csv,40.5,24,6.4,0.0,I
99799699999,2020-04-01,42.4666666,-82.8666666,180.0,Macomb_MI.csv,43.0,24,8.0,0.0,I
99799699999,2020-04-02,42.4666666,-82.8666666,180.0,Macomb_MI.csv,45.0,20,5.5,0.0,I
99799699999,2020-04-03,42.4666666,-82.8666666,180.0,Macomb_MI.csv,44.0,24,4.6,0.0,I
99799699999,2020-04-04,42.4666666,-82.8666666,180.0,Macomb_MI.csv,43.2,24,4.1,0.0,I
99799699999,2020-04-05,42.4666666,-82.8666666,180.0,Macomb_MI.csv,42.8,24,8.4,0.0,I
99799699999,2020-04-06,42.4666666,-82.8666666,180.0,Macomb_MI.csv,40.0,21,2.6,0.0,I
99799699999,2020-04-07,42.4666666,-82.8666666,180.0,Macomb_MI.csv,45.9,24,3.9,0.0,I
99799699999,2020-04-08,42.4666666,-82.8666666,180.0,Macomb_MI.csv,51.3,21,5.3,0.0,I
99799699999,2020-04-09,42.4666666,-82.8666666,180.0,Macomb_MI.csv,45.4,24,10.4,0.0,I
99799699999,2020-04-10,42.4666666,-82.8666666,180.0,Macomb_MI.csv,38.0,24,11.9,0.0,I
99799699999,2020-04-11,42.4666666,-82.8666666,180.0,Macomb_MI.csv,43.0,24,7.2,0.0,I
99799699999,2020-04-12,42.4666666,-82.8666666,180.0,Macomb_MI.csv,48.3,24,5.6,0.0,I
99799699999,2020-04-13,42.4666666,-82.8666666,180.0,Macomb_MI.csv,47.4,24,11.5,0.0,I
99799699999,2020-04-14,42.4666666,-82.8666666,180.0,Macomb_MI.csv,37.5,24,10.3,0.0,I
99799699999,2020-04-15,42.4666666,-82.8666666,180.0,Macomb_MI.csv,32.6,24,5.3,0.0,I
99799699999,2020-04-16,42.4666666,-82.8666666,180.0,Macomb_MI.csv,33.5,24,8.3,0.0,I
99799699999,2020-04-17,42.4666666,-82.8666666,180.0,Macomb_MI.csv,35.1,24,5.6,0.0,I
99799699999,2020-04-18,42.4666666,-82.8666666,180.0,Macomb_MI.csv,39.6,24,7.1,0.0,I
99799699999,2020-04-19,42.4666666,-82.8666666,180.0,Macomb_MI.csv,49.0,22,11.3,0.0,I
99799699999,2020-04-20,42.4666666,-82.8666666,180.0,Macomb_MI.csv,41.3,24,11.1,0.0,I
99799699999,2020-04-21,42.4666666,-82.8666666,180.0,Macomb_MI.csv,41.8,24,13.6,0.0,I
99799699999,2020-04-22,42.4666666,-82.8666666,180.0,Macomb_MI.csv,34.5,24,5.4,0.0,I
99799699999,2020-04-23,42.4666666,-82.8666666,180.0,Macomb_MI.csv,37.7,24,11.7,0.0,I
99799699999,2020-04-24,42.4666666,-82.8666666,180.0,Macomb_MI.csv,42.0,23,7.7,0.0,I
99799699999,2020-04-25,42.4666666,-82.8666666,180.0,Macomb_MI.csv,43.7,24,6.5,0.0,I
99799699999,2020-04-26,42.4666666,-82.8666666,180.0,Macomb_MI.csv,48.3,24,14.9,0.0,I
99799699999,2020-04-27,42.4666666,-82.8666666,180.0,Macomb_MI.csv,48.9,24,7.1,0.0,I
99799699999,2020-04-28,42.4666666,-82.8666666,180.0,Macomb_MI.csv,50.0,24,7.5,0.0,I
99799699999,2020-04-29,42.4666666,-82.8666666,180.0,Macomb_MI.csv,52.3,24,10.1,0.0,I
99799699999,2020-04-30,42.4666666,-82.8666666,180.0,Macomb_MI.csv,52.5,24,6.8,0.0,I
99799699999,2020-05-01,42.4666666,-82.8666666,180.0,Macomb_MI.csv,48.7,24,8.4,0.0,I
99799699999,2020-05-02,42.4666666,-82.8666666,180.0,Macomb_MI.csv,60.4,24,7.0,0.0,I
99799699999,2020-05-03,42.4666666,-82.8666666,180.0,Macomb_MI.csv,64.3,24,8.2,0.0,I
99799699999,2020-05-04,42.4666666,-82.8666666,180.0,Macomb_MI.csv,47.4,22,9.7,0.0,I
99799699999,2020-05-05,42.4666666,-82.8666666,180.0,Macomb_MI.csv,43.6,24,11.3,0.0,I
99799699999,2020-05-06,42.4666666,-82.8666666,180.0,Macomb_MI.csv,45.9,24,10.9,0.0,I
99799699999,2020-05-07,42.4666666,-82.8666666,180.0,Macomb_MI.csv,50.5,24,7.2,0.0,I
99799699999,2020-05-08,42.4666666,-82.8666666,180.0,Macomb_MI.csv,39.9,24,13.9,0.0,I
99799699999,2020-05-09,42.4666666,-82.8666666,180.0,Macomb_MI.csv,36.9,24,9.8,0.0,I
99799699999,2020-05-10,42.4666666,-82.8666666,180.0,Macomb_MI.csv,50.2,24,8.9,0.0,I
99799699999,2020-05-11,42.4666666,-82.8666666,180.0,Macomb_MI.csv,39.6,24,10.1,0.0,I
99799699999,2020-05-12,42.4666666,-82.8666666,180.0,Macomb_MI.csv,45.6,24,7.1,0.0,I
99799699999,2020-05-13,42.4666666,-82.8666666,180.0,Macomb_MI.csv,40.9,22,6.0,0.0,I
