Station ID,Date,Latitude,Longitude,Elevation,Minnehana_SD.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99999904990,2020-01-01,43.7346,-96.6222,485.9,Minnehana_SD.csv,19.3,24,999.9,0.0,G
99999904990,2020-01-02,43.7346,-96.6222,485.9,Minnehana_SD.csv,31.4,24,999.9,0.0,G
99999904990,2020-01-03,43.7346,-96.6222,485.9,Minnehana_SD.csv,29.3,24,999.9,0.0,G
99999904990,2020-01-04,43.7346,-96.6222,485.9,Minnehana_SD.csv,19.1,24,999.9,0.03,G
99999904990,2020-01-05,43.7346,-96.6222,485.9,Minnehana_SD.csv,33.5,24,999.9,0.0,G
99999904990,2020-01-06,43.7346,-96.6222,485.9,Minnehana_SD.csv,27.3,24,999.9,0.0,G
99999904990,2020-01-07,43.7346,-96.6222,485.9,Minnehana_SD.csv,25.7,24,999.9,0.0,G
99999904990,2020-01-08,43.7346,-96.6222,485.9,Minnehana_SD.csv,11.1,24,999.9,0.0,G
99999904990,2020-01-09,43.7346,-96.6222,485.9,Minnehana_SD.csv,23.4,24,999.9,0.0,G
99999904990,2020-01-10,43.7346,-96.6222,485.9,Minnehana_SD.csv,15.8,24,999.9,0.0,G
99999904990,2020-01-11,43.7346,-96.6222,485.9,Minnehana_SD.csv,-2.0,24,999.9,0.02,G
99999904990,2020-01-12,43.7346,-96.6222,485.9,Minnehana_SD.csv,7.5,24,999.9,0.0,G
99999904990,2020-01-13,43.7346,-96.6222,485.9,Minnehana_SD.csv,19.2,24,999.9,0.18,G
99999904990,2020-01-14,43.7346,-96.6222,485.9,Minnehana_SD.csv,20.2,24,999.9,0.0,G
99999904990,2020-01-15,43.7346,-96.6222,485.9,Minnehana_SD.csv,10.9,24,999.9,0.0,G
99999904990,2020-01-16,43.7346,-96.6222,485.9,Minnehana_SD.csv,-7.4,24,999.9,0.0,G
99999904990,2020-01-17,43.7346,-96.6222,485.9,Minnehana_SD.csv,10.4,24,999.9,0.0,G
99999904990,2020-01-18,43.7346,-96.6222,485.9,Minnehana_SD.csv,9.5,24,999.9,0.64,G
99999904990,2020-01-19,43.7346,-96.6222,485.9,Minnehana_SD.csv,-5.3,24,999.9,0.04,G
99999904990,2020-01-20,43.7346,-96.6222,485.9,Minnehana_SD.csv,-5.3,24,999.9,0.0,G
99999904990,2020-01-21,43.7346,-96.6222,485.9,Minnehana_SD.csv,1.0,24,999.9,0.0,G
99999904990,2020-01-22,43.7346,-96.6222,485.9,Minnehana_SD.csv,28.2,24,999.9,0.0,G
99999904990,2020-01-23,43.7346,-96.6222,485.9,Minnehana_SD.csv,30.4,24,999.9,0.0,G
99999904990,2020-01-24,43.7346,-96.6222,485.9,Minnehana_SD.csv,27.0,24,999.9,0.05,G
99999904990,2020-01-25,43.7346,-96.6222,485.9,Minnehana_SD.csv,25.5,24,999.9,0.0,G
99999904990,2020-01-26,43.7346,-96.6222,485.9,Minnehana_SD.csv,23.8,24,999.9,0.0,G
99999904990,2020-01-27,43.7346,-96.6222,485.9,Minnehana_SD.csv,26.5,24,999.9,0.0,G
99999904990,2020-01-28,43.7346,-96.6222,485.9,Minnehana_SD.csv,18.0,24,999.9,0.0,G
99999904990,2020-01-29,43.7346,-96.6222,485.9,Minnehana_SD.csv,16.9,24,999.9,0.01,G
99999904990,2020-01-30,43.7346,-96.6222,485.9,Minnehana_SD.csv,24.8,24,999.9,0.0,G
99999904990,2020-01-31,43.7346,-96.6222,485.9,Minnehana_SD.csv,31.9,24,999.9,0.0,G
99999904990,2020-02-01,43.7346,-96.6222,485.9,Minnehana_SD.csv,29.2,24,999.9,0.02,G
99999904990,2020-02-02,43.7346,-96.6222,485.9,Minnehana_SD.csv,39.4,24,999.9,0.0,G
99999904990,2020-02-03,43.7346,-96.6222,485.9,Minnehana_SD.csv,27.9,24,999.9,0.0,G
99999904990,2020-02-04,43.7346,-96.6222,485.9,Minnehana_SD.csv,14.5,24,999.9,0.0,G
99999904990,2020-02-05,43.7346,-96.6222,485.9,Minnehana_SD.csv,17.4,24,999.9,0.0,G
99999904990,2020-02-06,43.7346,-96.6222,485.9,Minnehana_SD.csv,19.2,24,999.9,0.0,G
99999904990,2020-02-07,43.7346,-96.6222,485.9,Minnehana_SD.csv,17.7,24,999.9,0.01,G
99999904990,2020-02-08,43.7346,-96.6222,485.9,Minnehana_SD.csv,9.5,24,999.9,0.01,G
99999904990,2020-02-09,43.7346,-96.6222,485.9,Minnehana_SD.csv,21.5,24,999.9,0.23,G
99999904990,2020-02-10,43.7346,-96.6222,485.9,Minnehana_SD.csv,15.3,24,999.9,0.03,G
99999904990,2020-02-11,43.7346,-96.6222,485.9,Minnehana_SD.csv,21.4,24,999.9,0.01,G
99999904990,2020-02-12,43.7346,-96.6222,485.9,Minnehana_SD.csv,22.2,24,999.9,0.0,G
99999904990,2020-02-13,43.7346,-96.6222,485.9,Minnehana_SD.csv,-10.3,24,999.9,0.01,G
99999904990,2020-02-14,43.7346,-96.6222,485.9,Minnehana_SD.csv,3.5,24,999.9,0.0,G
99999904990,2020-02-15,43.7346,-96.6222,485.9,Minnehana_SD.csv,27.2,24,999.9,0.0,G
99999904990,2020-02-16,43.7346,-96.6222,485.9,Minnehana_SD.csv,25.2,24,999.9,0.0,G
99999904990,2020-02-17,43.7346,-96.6222,485.9,Minnehana_SD.csv,26.2,24,999.9,0.0,G
99999904990,2020-02-18,43.7346,-96.6222,485.9,Minnehana_SD.csv,19.1,24,999.9,0.0,G
99999904990,2020-02-19,43.7346,-96.6222,485.9,Minnehana_SD.csv,7.1,24,999.9,0.0,G
99999904990,2020-02-20,43.7346,-96.6222,485.9,Minnehana_SD.csv,3.7,24,999.9,0.0,G
99999904990,2020-02-21,43.7346,-96.6222,485.9,Minnehana_SD.csv,22.7,24,999.9,0.0,G
99999904990,2020-02-22,43.7346,-96.6222,485.9,Minnehana_SD.csv,29.3,24,999.9,0.0,G
99999904990,2020-02-23,43.7346,-96.6222,485.9,Minnehana_SD.csv,33.4,24,999.9,0.0,G
99999904990,2020-02-24,43.7346,-96.6222,485.9,Minnehana_SD.csv,29.1,24,999.9,0.0,G
99999904990,2020-02-25,43.7346,-96.6222,485.9,Minnehana_SD.csv,29.1,24,999.9,0.0,G
99999904990,2020-02-26,43.7346,-96.6222,485.9,Minnehana_SD.csv,18.5,24,999.9,0.0,G
99999904990,2020-02-27,43.7346,-96.6222,485.9,Minnehana_SD.csv,19.5,24,999.9,0.0,G
99999904990,2020-02-28,43.7346,-96.6222,485.9,Minnehana_SD.csv,28.7,24,999.9,0.0,G
99999904990,2020-02-29,43.7346,-96.6222,485.9,Minnehana_SD.csv,32.5,24,999.9,0.0,G
99999904990,2020-03-01,43.7346,-96.6222,485.9,Minnehana_SD.csv,38.3,24,999.9,0.0,G
99999904990,2020-03-02,43.7346,-96.6222,485.9,Minnehana_SD.csv,31.6,24,999.9,0.0,G
99999904990,2020-03-03,43.7346,-96.6222,485.9,Minnehana_SD.csv,36.9,24,999.9,0.0,G
99999904990,2020-03-04,43.7346,-96.6222,485.9,Minnehana_SD.csv,36.9,24,999.9,0.02,G
99999904990,2020-03-05,43.7346,-96.6222,485.9,Minnehana_SD.csv,39.2,24,999.9,0.0,G
99999904990,2020-03-06,43.7346,-96.6222,485.9,Minnehana_SD.csv,31.4,24,999.9,0.0,G
99999904990,2020-03-07,43.7346,-96.6222,485.9,Minnehana_SD.csv,40.9,24,999.9,0.0,G
99999904990,2020-03-08,43.7346,-96.6222,485.9,Minnehana_SD.csv,51.0,24,999.9,0.0,G
99999904990,2020-03-09,43.7346,-96.6222,485.9,Minnehana_SD.csv,32.0,24,999.9,0.0,G
99999904990,2020-03-10,43.7346,-96.6222,485.9,Minnehana_SD.csv,26.8,24,999.9,0.02,G
99999904990,2020-03-11,43.7346,-96.6222,485.9,Minnehana_SD.csv,33.4,24,999.9,0.0,G
99999904990,2020-03-12,43.7346,-96.6222,485.9,Minnehana_SD.csv,41.2,24,999.9,0.0,G
99999904990,2020-03-13,43.7346,-96.6222,485.9,Minnehana_SD.csv,31.5,24,999.9,0.0,G
99999904990,2020-03-14,43.7346,-96.6222,485.9,Minnehana_SD.csv,27.8,24,999.9,0.0,G
99999904990,2020-03-15,43.7346,-96.6222,485.9,Minnehana_SD.csv,27.5,24,999.9,0.22,G
99999904990,2020-03-16,43.7346,-96.6222,485.9,Minnehana_SD.csv,31.8,24,999.9,0.0,G
99999904990,2020-03-17,43.7346,-96.6222,485.9,Minnehana_SD.csv,30.0,24,999.9,0.01,G
99999904990,2020-03-18,43.7346,-96.6222,485.9,Minnehana_SD.csv,39.2,24,999.9,0.0,G
99999904990,2020-03-19,43.7346,-96.6222,485.9,Minnehana_SD.csv,38.9,24,999.9,0.07,G
99999904990,2020-03-20,43.7346,-96.6222,485.9,Minnehana_SD.csv,18.7,24,999.9,0.48,G
99999904990,2020-03-21,43.7346,-96.6222,485.9,Minnehana_SD.csv,22.5,24,999.9,0.0,G
99999904990,2020-03-22,43.7346,-96.6222,485.9,Minnehana_SD.csv,33.2,24,999.9,0.0,G
99999904990,2020-03-23,43.7346,-96.6222,485.9,Minnehana_SD.csv,38.2,24,999.9,0.1,G
99999904990,2020-03-24,43.7346,-96.6222,485.9,Minnehana_SD.csv,44.4,24,999.9,0.0,G
99999904990,2020-03-25,43.7346,-96.6222,485.9,Minnehana_SD.csv,40.5,24,999.9,0.02,G
99999904990,2020-03-26,43.7346,-96.6222,485.9,Minnehana_SD.csv,32.0,24,999.9,0.04,G
99999904990,2020-03-27,43.7346,-96.6222,485.9,Minnehana_SD.csv,39.3,24,999.9,0.0,G
99999904990,2020-03-28,43.7346,-96.6222,485.9,Minnehana_SD.csv,43.1,24,999.9,0.01,G
99999904990,2020-03-29,43.7346,-96.6222,485.9,Minnehana_SD.csv,41.0,24,999.9,1.1,G
99999904990,2020-03-30,43.7346,-96.6222,485.9,Minnehana_SD.csv,44.4,24,999.9,0.0,G
99999904990,2020-03-31,43.7346,-96.6222,485.9,Minnehana_SD.csv,45.4,24,999.9,0.0,G
99999904990,2020-04-01,43.7346,-96.6222,485.9,Minnehana_SD.csv,48.7,24,999.9,0.0,G
99999904990,2020-04-02,43.7346,-96.6222,485.9,Minnehana_SD.csv,43.2,24,999.9,0.0,G
99999904990,2020-04-03,43.7346,-96.6222,485.9,Minnehana_SD.csv,22.0,24,999.9,0.32,G
99999904990,2020-04-04,43.7346,-96.6222,485.9,Minnehana_SD.csv,25.7,24,999.9,0.0,G
99999904990,2020-04-05,43.7346,-96.6222,485.9,Minnehana_SD.csv,38.0,24,999.9,0.0,G
99999904990,2020-04-06,43.7346,-96.6222,485.9,Minnehana_SD.csv,50.2,24,999.9,0.0,G
99999904990,2020-04-07,43.7346,-96.6222,485.9,Minnehana_SD.csv,58.4,24,999.9,0.0,G
99999904990,2020-04-08,43.7346,-96.6222,485.9,Minnehana_SD.csv,51.1,24,999.9,0.0,G
99999904990,2020-04-09,43.7346,-96.6222,485.9,Minnehana_SD.csv,35.5,24,999.9,0.02,G
99999904990,2020-04-10,43.7346,-96.6222,485.9,Minnehana_SD.csv,33.2,24,999.9,0.0,G
99999904990,2020-04-11,43.7346,-96.6222,485.9,Minnehana_SD.csv,43.2,24,999.9,0.0,G
99999904990,2020-04-12,43.7346,-96.6222,485.9,Minnehana_SD.csv,31.1,24,999.9,0.05,G
99999904990,2020-04-13,43.7346,-96.6222,485.9,Minnehana_SD.csv,23.2,24,999.9,0.52,G
99999904990,2020-04-14,43.7346,-96.6222,485.9,Minnehana_SD.csv,22.5,24,999.9,0.0,G
99999904990,2020-04-15,43.7346,-96.6222,485.9,Minnehana_SD.csv,22.7,24,999.9,0.01,G
99999904990,2020-04-16,43.7346,-96.6222,485.9,Minnehana_SD.csv,30.8,24,999.9,0.0,G
99999904990,2020-04-17,43.7346,-96.6222,485.9,Minnehana_SD.csv,36.0,24,999.9,0.0,G
99999904990,2020-04-18,43.7346,-96.6222,485.9,Minnehana_SD.csv,45.1,24,999.9,0.0,G
99999904990,2020-04-19,43.7346,-96.6222,485.9,Minnehana_SD.csv,43.3,24,999.9,0.0,G
99999904990,2020-04-20,43.7346,-96.6222,485.9,Minnehana_SD.csv,47.3,24,999.9,0.0,G
99999904990,2020-04-21,43.7346,-96.6222,485.9,Minnehana_SD.csv,46.0,24,999.9,0.0,G
99999904990,2020-04-22,43.7346,-96.6222,485.9,Minnehana_SD.csv,61.5,24,999.9,0.0,G
99999904990,2020-04-23,43.7346,-96.6222,485.9,Minnehana_SD.csv,59.0,24,999.9,0.0,G
99999904990,2020-04-24,43.7346,-96.6222,485.9,Minnehana_SD.csv,54.7,24,999.9,0.0,G
99999904990,2020-04-25,43.7346,-96.6222,485.9,Minnehana_SD.csv,48.9,24,999.9,0.08,G
99999904990,2020-04-26,43.7346,-96.6222,485.9,Minnehana_SD.csv,49.9,24,999.9,0.04,G
99999904990,2020-04-27,43.7346,-96.6222,485.9,Minnehana_SD.csv,60.2,24,999.9,0.0,G
99999904990,2020-04-28,43.7346,-96.6222,485.9,Minnehana_SD.csv,58.0,24,999.9,0.0,G
99999904990,2020-04-29,43.7346,-96.6222,485.9,Minnehana_SD.csv,53.2,24,999.9,0.13,G
99999904990,2020-04-30,43.7346,-96.6222,485.9,Minnehana_SD.csv,54.9,24,999.9,0.0,G
99999904990,2020-05-01,43.7346,-96.6222,485.9,Minnehana_SD.csv,65.7,24,999.9,0.0,G
99999904990,2020-05-02,43.7346,-96.6222,485.9,Minnehana_SD.csv,63.2,24,999.9,0.0,G
99999904990,2020-05-03,43.7346,-96.6222,485.9,Minnehana_SD.csv,60.6,24,999.9,0.0,G
99999904990,2020-05-04,43.7346,-96.6222,485.9,Minnehana_SD.csv,52.5,24,999.9,0.0,G
99999904990,2020-05-05,43.7346,-96.6222,485.9,Minnehana_SD.csv,47.0,24,999.9,0.56,G
99999904990,2020-05-06,43.7346,-96.6222,485.9,Minnehana_SD.csv,48.5,24,999.9,0.46,G
99999904990,2020-05-07,43.7346,-96.6222,485.9,Minnehana_SD.csv,49.4,24,999.9,0.0,G
99999904990,2020-05-08,43.7346,-96.6222,485.9,Minnehana_SD.csv,43.4,24,999.9,0.02,G
99999904990,2020-05-09,43.7346,-96.6222,485.9,Minnehana_SD.csv,44.2,24,999.9,0.0,G
99999904990,2020-05-10,43.7346,-96.6222,485.9,Minnehana_SD.csv,39.5,24,999.9,0.02,G
99999904990,2020-05-11,43.7346,-96.6222,485.9,Minnehana_SD.csv,42.9,24,999.9,0.0,G
99999904990,2020-05-12,43.7346,-96.6222,485.9,Minnehana_SD.csv,43.3,24,999.9,0.0,G
99999904990,2020-05-13,43.7346,-96.6222,485.9,Minnehana_SD.csv,49.7,24,999.9,0.0,G
99999904990,2020-05-14,43.7346,-96.6222,485.9,Minnehana_SD.csv,55.2,24,999.9,0.02,G
99999904990,2020-05-15,43.7346,-96.6222,485.9,Minnehana_SD.csv,56.1,24,999.9,0.0,G
99999904990,2020-05-16,43.7346,-96.6222,485.9,Minnehana_SD.csv,56.1,24,999.9,0.0,G
99999904990,2020-05-17,43.7346,-96.6222,485.9,Minnehana_SD.csv,52.2,24,999.9,0.29,G
99999904990,2020-05-18,43.7346,-96.6222,485.9,Minnehana_SD.csv,52.0,5,999.9,0.0,G
