Station ID,Date,Latitude,Longitude,Elevation,Monroe_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99800999999,2020-01-01,43.25,-77.5833333,83.0,Monroe_NY.csv,33.0,24,13.5,0.0,I
99800999999,2020-01-02,43.25,-77.5833333,83.0,Monroe_NY.csv,38.7,24,8.7,0.0,I
99800999999,2020-01-03,43.25,-77.5833333,83.0,Monroe_NY.csv,45.2,24,6.2,0.0,I
99800999999,2020-01-04,43.25,-77.5833333,83.0,Monroe_NY.csv,36.9,22,7.2,0.0,I
99800999999,2020-01-05,43.25,-77.5833333,83.0,Monroe_NY.csv,33.5,24,16.8,0.0,I
99800999999,2020-01-06,43.25,-77.5833333,83.0,Monroe_NY.csv,34.7,24,11.7,0.0,I
99800999999,2020-01-07,43.25,-77.5833333,83.0,Monroe_NY.csv,33.9,24,7.9,0.0,I
99800999999,2020-01-08,43.25,-77.5833333,83.0,Monroe_NY.csv,31.6,24,14.0,0.0,I
99800999999,2020-01-09,43.25,-77.5833333,83.0,Monroe_NY.csv,22.3,24,14.2,0.0,I
99800999999,2020-01-10,43.25,-77.5833333,83.0,Monroe_NY.csv,40.7,24,11.8,0.0,I
99800999999,2020-01-11,43.25,-77.5833333,83.0,Monroe_NY.csv,50.5,17,9.4,0.0,I
99800999999,2020-01-12,43.25,-77.5833333,83.0,Monroe_NY.csv,34.6,20,15.5,0.0,I
99800999999,2020-01-13,43.25,-77.5833333,83.0,Monroe_NY.csv,30.9,21,6.8,0.0,I
99800999999,2020-01-14,43.25,-77.5833333,83.0,Monroe_NY.csv,37.6,24,8.3,0.0,I
99800999999,2020-01-15,43.25,-77.5833333,83.0,Monroe_NY.csv,40.2,24,8.6,0.0,I
99800999999,2020-01-16,43.25,-77.5833333,83.0,Monroe_NY.csv,34.6,23,15.8,0.0,I
99800999999,2020-01-17,43.25,-77.5833333,83.0,Monroe_NY.csv,17.7,24,14.6,0.0,I
99800999999,2020-01-18,43.25,-77.5833333,83.0,Monroe_NY.csv,19.2,24,10.8,0.0,I
99800999999,2020-01-19,43.25,-77.5833333,83.0,Monroe_NY.csv,31.0,24,16.1,0.0,I
99800999999,2020-01-20,43.25,-77.5833333,83.0,Monroe_NY.csv,19.7,24,11.7,0.0,I
99800999999,2020-01-21,43.25,-77.5833333,83.0,Monroe_NY.csv,22.9,24,9.8,0.0,I
99800999999,2020-01-22,43.25,-77.5833333,83.0,Monroe_NY.csv,26.9,24,6.0,0.0,I
99800999999,2020-01-23,43.25,-77.5833333,83.0,Monroe_NY.csv,31.3,24,4.3,0.0,I
99800999999,2020-01-24,43.25,-77.5833333,83.0,Monroe_NY.csv,36.1,24,5.5,0.0,I
99800999999,2020-01-25,43.25,-77.5833333,83.0,Monroe_NY.csv,38.3,24,9.8,0.0,I
99800999999,2020-01-26,43.25,-77.5833333,83.0,Monroe_NY.csv,36.6,24,8.8,0.0,I
99800999999,2020-01-27,43.25,-77.5833333,83.0,Monroe_NY.csv,34.5,24,10.4,0.0,I
99800999999,2020-01-28,43.25,-77.5833333,83.0,Monroe_NY.csv,32.4,24,8.7,0.0,I
99800999999,2020-01-29,43.25,-77.5833333,83.0,Monroe_NY.csv,26.8,24,11.0,0.0,I
99800999999,2020-01-30,43.25,-77.5833333,83.0,Monroe_NY.csv,23.9,24,6.2,0.0,I
99800999999,2020-01-31,43.25,-77.5833333,83.0,Monroe_NY.csv,28.4,24,3.7,0.0,I
99800999999,2020-02-01,43.25,-77.5833333,83.0,Monroe_NY.csv,30.9,24,3.1,0.0,I
99800999999,2020-02-02,43.25,-77.5833333,83.0,Monroe_NY.csv,32.5,24,4.6,0.0,I
99800999999,2020-02-03,43.25,-77.5833333,83.0,Monroe_NY.csv,37.7,24,8.7,0.0,I
99800999999,2020-02-04,43.25,-77.5833333,83.0,Monroe_NY.csv,36.1,23,5.9,0.0,I
99800999999,2020-02-05,43.25,-77.5833333,83.0,Monroe_NY.csv,29.4,24,11.7,0.0,I
99800999999,2020-02-06,43.25,-77.5833333,83.0,Monroe_NY.csv,27.7,20,12.0,0.0,I
99800999999,2020-02-07,43.25,-77.5833333,83.0,Monroe_NY.csv,27.5,17,1.5,0.0,I
99800999999,2020-02-08,43.25,-77.5833333,83.0,Monroe_NY.csv,18.5,15,6.8,0.0,I
99800999999,2020-02-09,43.25,-77.5833333,83.0,Monroe_NY.csv,22.3,24,5.5,0.0,I
99800999999,2020-02-10,43.25,-77.5833333,83.0,Monroe_NY.csv,36.9,24,9.0,0.0,I
99800999999,2020-02-11,43.25,-77.5833333,83.0,Monroe_NY.csv,35.5,24,4.6,0.0,I
99800999999,2020-02-12,43.25,-77.5833333,83.0,Monroe_NY.csv,33.5,24,10.0,0.0,I
99800999999,2020-02-13,43.25,-77.5833333,83.0,Monroe_NY.csv,33.1,24,5.1,0.0,I
99800999999,2020-02-14,43.25,-77.5833333,83.0,Monroe_NY.csv,14.1,24,11.7,0.0,I
99800999999,2020-02-15,43.25,-77.5833333,83.0,Monroe_NY.csv,15.8,24,8.9,0.0,I
99800999999,2020-02-16,43.25,-77.5833333,83.0,Monroe_NY.csv,35.6,24,8.4,0.0,I
99800999999,2020-02-17,43.25,-77.5833333,83.0,Monroe_NY.csv,30.1,24,9.0,0.0,I
99800999999,2020-02-18,43.25,-77.5833333,83.0,Monroe_NY.csv,34.3,24,13.3,0.0,I
99800999999,2020-02-19,43.25,-77.5833333,83.0,Monroe_NY.csv,32.6,24,14.0,0.0,I
99800999999,2020-02-20,43.25,-77.5833333,83.0,Monroe_NY.csv,23.6,24,10.9,0.0,I
99800999999,2020-02-21,43.25,-77.5833333,83.0,Monroe_NY.csv,23.6,24,11.3,0.0,I
99800999999,2020-02-22,43.25,-77.5833333,83.0,Monroe_NY.csv,33.7,24,11.7,0.0,I
99800999999,2020-02-23,43.25,-77.5833333,83.0,Monroe_NY.csv,41.0,24,9.1,0.0,I
99800999999,2020-02-24,43.25,-77.5833333,83.0,Monroe_NY.csv,44.5,23,8.0,0.0,I
99800999999,2020-02-25,43.25,-77.5833333,83.0,Monroe_NY.csv,36.3,24,5.2,0.0,I
99800999999,2020-02-26,43.25,-77.5833333,83.0,Monroe_NY.csv,35.8,23,12.0,0.0,I
99800999999,2020-02-27,43.25,-77.5833333,83.0,Monroe_NY.csv,29.9,22,18.9,0.0,I
99800999999,2020-02-28,43.25,-77.5833333,83.0,Monroe_NY.csv,24.6,24,20.5,0.0,I
99800999999,2020-02-29,43.25,-77.5833333,83.0,Monroe_NY.csv,20.7,24,14.1,0.0,I
99800999999,2020-03-01,43.25,-77.5833333,83.0,Monroe_NY.csv,26.9,24,7.9,0.0,I
99800999999,2020-03-02,43.25,-77.5833333,83.0,Monroe_NY.csv,44.9,24,11.6,0.0,I
99800999999,2020-03-03,43.25,-77.5833333,83.0,Monroe_NY.csv,43.8,24,6.3,0.0,I
99800999999,2020-03-04,43.25,-77.5833333,83.0,Monroe_NY.csv,40.9,23,15.6,0.0,I
99800999999,2020-03-05,43.25,-77.5833333,83.0,Monroe_NY.csv,35.8,24,9.3,0.0,I
99800999999,2020-03-06,43.25,-77.5833333,83.0,Monroe_NY.csv,34.9,23,10.6,0.0,I
99800999999,2020-03-07,43.25,-77.5833333,83.0,Monroe_NY.csv,29.6,24,15.4,0.0,I
99800999999,2020-03-08,43.25,-77.5833333,83.0,Monroe_NY.csv,41.3,24,8.6,0.0,I
99800999999,2020-03-09,43.25,-77.5833333,83.0,Monroe_NY.csv,57.2,24,11.1,0.0,I
99800999999,2020-03-10,43.25,-77.5833333,83.0,Monroe_NY.csv,54.8,24,13.3,0.0,I
99800999999,2020-03-11,43.25,-77.5833333,83.0,Monroe_NY.csv,34.2,19,12.9,0.0,I
99800999999,2020-03-12,43.25,-77.5833333,83.0,Monroe_NY.csv,36.0,24,6.0,0.0,I
99800999999,2020-03-13,43.25,-77.5833333,83.0,Monroe_NY.csv,47.1,18,17.6,0.0,I
99800999999,2020-03-14,43.25,-77.5833333,83.0,Monroe_NY.csv,37.8,15,14.2,0.0,I
99800999999,2020-03-15,43.25,-77.5833333,83.0,Monroe_NY.csv,32.8,24,9.9,0.0,I
99800999999,2020-03-16,43.25,-77.5833333,83.0,Monroe_NY.csv,31.8,24,8.8,0.0,I
99800999999,2020-03-17,43.25,-77.5833333,83.0,Monroe_NY.csv,43.8,24,10.8,0.0,I
99800999999,2020-03-18,43.25,-77.5833333,83.0,Monroe_NY.csv,37.0,24,8.7,0.0,I
99800999999,2020-03-19,43.25,-77.5833333,83.0,Monroe_NY.csv,39.7,24,7.9,0.0,I
99800999999,2020-03-20,43.25,-77.5833333,83.0,Monroe_NY.csv,56.2,23,13.5,0.0,I
99800999999,2020-03-21,43.25,-77.5833333,83.0,Monroe_NY.csv,29.1,24,12.7,0.0,I
99800999999,2020-03-22,43.25,-77.5833333,83.0,Monroe_NY.csv,27.6,24,9.7,0.0,I
99800999999,2020-03-23,43.25,-77.5833333,83.0,Monroe_NY.csv,35.9,24,11.5,0.0,I
99800999999,2020-03-24,43.25,-77.5833333,83.0,Monroe_NY.csv,37.2,24,7.1,0.0,I
99800999999,2020-03-25,43.25,-77.5833333,83.0,Monroe_NY.csv,38.7,24,8.5,0.0,I
99800999999,2020-03-26,43.25,-77.5833333,83.0,Monroe_NY.csv,50.5,23,10.9,0.0,I
99800999999,2020-03-27,43.25,-77.5833333,83.0,Monroe_NY.csv,40.1,24,7.8,0.0,I
99800999999,2020-03-28,43.25,-77.5833333,83.0,Monroe_NY.csv,41.9,24,9.2,0.0,I
99800999999,2020-03-29,43.25,-77.5833333,83.0,Monroe_NY.csv,51.6,24,12.5,0.0,I
99800999999,2020-03-30,43.25,-77.5833333,83.0,Monroe_NY.csv,50.2,24,12.7,0.0,I
99800999999,2020-03-31,43.25,-77.5833333,83.0,Monroe_NY.csv,40.7,24,8.6,0.0,I
99800999999,2020-04-01,43.25,-77.5833333,83.0,Monroe_NY.csv,39.5,24,9.0,0.0,I
99800999999,2020-04-02,43.25,-77.5833333,83.0,Monroe_NY.csv,42.0,20,8.1,0.0,I
99800999999,2020-04-03,43.25,-77.5833333,83.0,Monroe_NY.csv,42.9,24,14.6,0.0,I
99800999999,2020-04-04,43.25,-77.5833333,83.0,Monroe_NY.csv,42.0,24,5.0,0.0,I
99800999999,2020-04-05,43.25,-77.5833333,83.0,Monroe_NY.csv,45.6,24,7.3,0.0,I
99800999999,2020-04-06,43.25,-77.5833333,83.0,Monroe_NY.csv,41.1,23,7.1,0.0,I
99800999999,2020-04-07,43.25,-77.5833333,83.0,Monroe_NY.csv,47.8,24,5.5,0.0,I
99800999999,2020-04-08,43.25,-77.5833333,83.0,Monroe_NY.csv,43.3,23,4.5,0.0,I
99800999999,2020-04-09,43.25,-77.5833333,83.0,Monroe_NY.csv,45.1,24,13.4,0.0,I
99800999999,2020-04-10,43.25,-77.5833333,83.0,Monroe_NY.csv,39.2,24,21.0,0.0,I
99800999999,2020-04-11,43.25,-77.5833333,83.0,Monroe_NY.csv,39.0,24,13.7,0.0,I
99800999999,2020-04-12,43.25,-77.5833333,83.0,Monroe_NY.csv,49.2,24,9.4,0.0,I
99800999999,2020-04-13,43.25,-77.5833333,83.0,Monroe_NY.csv,59.0,24,14.2,0.0,I
99800999999,2020-04-14,43.25,-77.5833333,83.0,Monroe_NY.csv,41.3,24,13.2,0.0,I
99800999999,2020-04-15,43.25,-77.5833333,83.0,Monroe_NY.csv,36.7,24,10.6,0.0,I
99800999999,2020-04-16,43.25,-77.5833333,83.0,Monroe_NY.csv,33.7,24,9.6,0.0,I
99800999999,2020-04-17,43.25,-77.5833333,83.0,Monroe_NY.csv,36.4,24,9.0,0.0,I
99800999999,2020-04-18,43.25,-77.5833333,83.0,Monroe_NY.csv,38.3,24,9.5,0.0,I
99800999999,2020-04-19,43.25,-77.5833333,83.0,Monroe_NY.csv,46.5,24,13.2,0.0,I
99800999999,2020-04-20,43.25,-77.5833333,83.0,Monroe_NY.csv,37.7,24,13.5,0.0,I
99800999999,2020-04-21,43.25,-77.5833333,83.0,Monroe_NY.csv,40.5,24,16.9,0.0,I
99800999999,2020-04-22,43.25,-77.5833333,83.0,Monroe_NY.csv,34.9,24,21.8,0.0,I
99800999999,2020-04-23,43.25,-77.5833333,83.0,Monroe_NY.csv,36.5,24,10.5,0.0,I
99800999999,2020-04-24,43.25,-77.5833333,83.0,Monroe_NY.csv,41.3,23,11.4,0.0,I
99800999999,2020-04-25,43.25,-77.5833333,83.0,Monroe_NY.csv,41.6,24,4.6,0.0,I
99800999999,2020-04-26,43.25,-77.5833333,83.0,Monroe_NY.csv,43.0,24,12.5,0.0,I
99800999999,2020-04-27,43.25,-77.5833333,83.0,Monroe_NY.csv,44.1,24,8.9,0.0,I
99800999999,2020-04-28,43.25,-77.5833333,83.0,Monroe_NY.csv,44.0,24,7.0,0.0,I
99800999999,2020-04-29,43.25,-77.5833333,83.0,Monroe_NY.csv,53.0,24,15.1,0.0,I
99800999999,2020-04-30,43.25,-77.5833333,83.0,Monroe_NY.csv,56.0,24,13.4,0.0,I
99800999999,2020-05-01,43.25,-77.5833333,83.0,Monroe_NY.csv,50.3,24,8.3,0.0,I
99800999999,2020-05-02,43.25,-77.5833333,83.0,Monroe_NY.csv,53.1,24,7.8,0.0,I
99800999999,2020-05-03,43.25,-77.5833333,83.0,Monroe_NY.csv,57.8,24,8.0,0.0,I
99800999999,2020-05-04,43.25,-77.5833333,83.0,Monroe_NY.csv,49.1,24,12.6,0.0,I
99800999999,2020-05-05,43.25,-77.5833333,83.0,Monroe_NY.csv,40.7,24,10.5,0.0,I
99800999999,2020-05-06,43.25,-77.5833333,83.0,Monroe_NY.csv,42.5,24,4.6,0.0,I
99800999999,2020-05-07,43.25,-77.5833333,83.0,Monroe_NY.csv,48.4,22,8.8,0.0,I
99800999999,2020-05-08,43.25,-77.5833333,83.0,Monroe_NY.csv,40.2,24,10.8,0.0,I
99800999999,2020-05-09,43.25,-77.5833333,83.0,Monroe_NY.csv,35.4,24,19.2,0.0,I
99800999999,2020-05-10,43.25,-77.5833333,83.0,Monroe_NY.csv,41.2,24,8.9,0.0,I
99800999999,2020-05-11,43.25,-77.5833333,83.0,Monroe_NY.csv,41.5,24,9.4,0.0,I
99800999999,2020-05-12,43.25,-77.5833333,83.0,Monroe_NY.csv,39.9,24,13.9,0.0,I
99800999999,2020-05-13,43.25,-77.5833333,83.0,Monroe_NY.csv,40.5,22,7.1,0.0,I
