Station ID,Date,Latitude,Longitude,Elevation,Nassau_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99728099999,2020-01-01,40.8,-73.77,10.0,Nassau_NY.csv,39.4,24,14.5,0.0,I
99728099999,2020-01-02,40.8,-73.77,10.0,Nassau_NY.csv,39.0,24,9.0,0.0,I
99728099999,2020-01-03,40.8,-73.77,10.0,Nassau_NY.csv,44.7,24,4.1,0.0,I
99728099999,2020-01-04,40.8,-73.77,10.0,Nassau_NY.csv,44.9,24,1.8,0.0,I
99728099999,2020-01-05,40.8,-73.77,10.0,Nassau_NY.csv,40.3,24,18.8,0.0,I
99728099999,2020-01-06,40.8,-73.77,10.0,Nassau_NY.csv,37.3,24,10.0,0.0,I
99728099999,2020-01-07,40.8,-73.77,10.0,Nassau_NY.csv,41.3,24,7.1,0.0,I
99728099999,2020-01-08,40.8,-73.77,10.0,Nassau_NY.csv,36.4,24,12.1,0.0,I
99728099999,2020-01-09,40.8,-73.77,10.0,Nassau_NY.csv,28.7,24,12.1,0.0,I
99728099999,2020-01-10,40.8,-73.77,10.0,Nassau_NY.csv,39.7,24,8.2,0.0,I
99728099999,2020-01-11,40.8,-73.77,10.0,Nassau_NY.csv,49.8,21,12.6,0.0,I
99728099999,2020-01-12,40.8,-73.77,10.0,Nassau_NY.csv,56.8,23,17.6,0.0,I
99728099999,2020-01-13,40.8,-73.77,10.0,Nassau_NY.csv,41.8,19,5.9,0.0,I
99728099999,2020-01-14,40.8,-73.77,10.0,Nassau_NY.csv,39.9,24,3.0,0.0,I
99728099999,2020-01-15,40.8,-73.77,10.0,Nassau_NY.csv,43.2,24,5.4,0.0,I
99728099999,2020-01-16,40.8,-73.77,10.0,Nassau_NY.csv,44.1,24,6.4,0.0,I
99728099999,2020-01-17,40.8,-73.77,10.0,Nassau_NY.csv,29.2,24,11.0,0.0,I
99728099999,2020-01-18,40.8,-73.77,10.0,Nassau_NY.csv,23.1,24,3.4,0.0,I
99728099999,2020-01-19,40.8,-73.77,10.0,Nassau_NY.csv,38.5,24,5.4,0.0,I
99728099999,2020-01-20,40.8,-73.77,10.0,Nassau_NY.csv,27.3,24,6.5,0.0,I
99728099999,2020-01-21,40.8,-73.77,10.0,Nassau_NY.csv,25.3,24,5.0,0.0,I
99728099999,2020-01-22,40.8,-73.77,10.0,Nassau_NY.csv,30.4,24,2.5,0.0,I
99728099999,2020-01-23,40.8,-73.77,10.0,Nassau_NY.csv,35.9,24,0.7,0.0,I
99728099999,2020-01-24,40.8,-73.77,10.0,Nassau_NY.csv,39.2,24,1.8,0.0,I
99728099999,2020-01-25,40.8,-73.77,10.0,Nassau_NY.csv,41.3,24,4.6,0.0,I
99728099999,2020-01-26,40.8,-73.77,10.0,Nassau_NY.csv,41.8,24,4.0,0.0,I
99728099999,2020-01-27,40.8,-73.77,10.0,Nassau_NY.csv,40.4,24,4.8,0.0,I
99728099999,2020-01-28,40.8,-73.77,10.0,Nassau_NY.csv,39.3,24,6.5,0.0,I
99728099999,2020-01-29,40.8,-73.77,10.0,Nassau_NY.csv,35.6,24,6.9,0.0,I
99728099999,2020-01-30,40.8,-73.77,10.0,Nassau_NY.csv,30.1,24,4.4,0.0,I
99728099999,2020-01-31,40.8,-73.77,10.0,Nassau_NY.csv,34.2,24,1.5,0.0,I
99728099999,2020-02-01,40.8,-73.77,10.0,Nassau_NY.csv,37.7,24,1.1,0.0,I
99728099999,2020-02-02,40.8,-73.77,10.0,Nassau_NY.csv,38.5,24,5.2,0.0,I
99728099999,2020-02-03,40.8,-73.77,10.0,Nassau_NY.csv,43.0,24,3.2,0.0,I
99728099999,2020-02-04,40.8,-73.77,10.0,Nassau_NY.csv,44.3,22,1.7,0.0,I
99728099999,2020-02-05,40.8,-73.77,10.0,Nassau_NY.csv,43.5,24,3.7,0.0,I
99728099999,2020-02-06,40.8,-73.77,10.0,Nassau_NY.csv,38.0,24,1.4,0.0,I
99728099999,2020-02-07,40.8,-73.77,10.0,Nassau_NY.csv,39.9,24,4.3,0.0,I
99728099999,2020-02-08,40.8,-73.77,10.0,Nassau_NY.csv,34.2,24,7.2,0.0,I
99728099999,2020-02-09,40.8,-73.77,10.0,Nassau_NY.csv,34.8,24,2.5,0.0,I
99728099999,2020-02-10,40.8,-73.77,10.0,Nassau_NY.csv,43.0,24,6.2,0.0,I
99728099999,2020-02-11,40.8,-73.77,10.0,Nassau_NY.csv,42.2,24,2.6,0.0,I
99728099999,2020-02-12,40.8,-73.77,10.0,Nassau_NY.csv,41.5,24,6.6,0.0,I
99728099999,2020-02-13,40.8,-73.77,10.0,Nassau_NY.csv,38.7,24,3.5,0.0,I
99728099999,2020-02-14,40.8,-73.77,10.0,Nassau_NY.csv,34.5,24,5.3,0.0,I
99728099999,2020-02-15,40.8,-73.77,10.0,Nassau_NY.csv,20.8,24,4.7,0.0,I
99728099999,2020-02-16,40.8,-73.77,10.0,Nassau_NY.csv,34.0,24,5.8,0.0,I
99728099999,2020-02-17,40.8,-73.77,10.0,Nassau_NY.csv,41.8,24,1.7,0.0,I
99728099999,2020-02-18,40.8,-73.77,10.0,Nassau_NY.csv,40.0,24,1.8,0.0,I
99728099999,2020-02-19,40.8,-73.77,10.0,Nassau_NY.csv,41.5,24,5.2,0.0,I
99728099999,2020-02-20,40.8,-73.77,10.0,Nassau_NY.csv,32.7,24,6.2,0.0,I
99728099999,2020-02-21,40.8,-73.77,10.0,Nassau_NY.csv,27.6,24,11.0,0.0,I
99728099999,2020-02-22,40.8,-73.77,10.0,Nassau_NY.csv,37.0,24,9.5,0.0,I
99728099999,2020-02-23,40.8,-73.77,10.0,Nassau_NY.csv,42.9,24,6.3,0.0,I
99728099999,2020-02-24,40.8,-73.77,10.0,Nassau_NY.csv,44.2,24,7.3,0.0,I
99728099999,2020-02-25,40.8,-73.77,10.0,Nassau_NY.csv,44.9,24,6.0,0.0,I
99728099999,2020-02-26,40.8,-73.77,10.0,Nassau_NY.csv,42.6,24,3.7,0.0,I
99728099999,2020-02-27,40.8,-73.77,10.0,Nassau_NY.csv,41.4,24,16.0,0.0,I
99728099999,2020-02-28,40.8,-73.77,10.0,Nassau_NY.csv,33.5,24,19.5,0.0,I
99728099999,2020-02-29,40.8,-73.77,10.0,Nassau_NY.csv,32.6,24,14.6,0.0,I
99728099999,2020-03-01,40.8,-73.77,10.0,Nassau_NY.csv,30.9,24,14.2,0.0,I
99728099999,2020-03-02,40.8,-73.77,10.0,Nassau_NY.csv,41.9,24,9.5,0.0,I
99728099999,2020-03-03,40.8,-73.77,10.0,Nassau_NY.csv,49.1,24,9.3,0.0,I
99728099999,2020-03-04,40.8,-73.77,10.0,Nassau_NY.csv,48.4,24,16.4,0.0,I
99728099999,2020-03-05,40.8,-73.77,10.0,Nassau_NY.csv,44.0,24,10.3,0.0,I
99728099999,2020-03-06,40.8,-73.77,10.0,Nassau_NY.csv,40.5,24,7.3,0.0,I
99728099999,2020-03-07,40.8,-73.77,10.0,Nassau_NY.csv,38.8,24,15.9,0.0,I
99728099999,2020-03-08,40.8,-73.77,10.0,Nassau_NY.csv,42.7,24,9.2,0.0,I
99728099999,2020-03-09,40.8,-73.77,10.0,Nassau_NY.csv,53.3,24,11.2,0.0,I
99728099999,2020-03-10,40.8,-73.77,10.0,Nassau_NY.csv,56.0,24,11.5,0.0,I
99728099999,2020-03-11,40.8,-73.77,10.0,Nassau_NY.csv,51.2,19,8.0,0.0,I
99728099999,2020-03-12,40.8,-73.77,10.0,Nassau_NY.csv,44.2,24,3.3,0.0,I
99728099999,2020-03-13,40.8,-73.77,10.0,Nassau_NY.csv,50.1,19,9.2,0.0,I
99728099999,2020-03-14,40.8,-73.77,10.0,Nassau_NY.csv,46.6,13,11.8,0.0,I
99728099999,2020-03-15,40.8,-73.77,10.0,Nassau_NY.csv,45.1,24,8.3,0.0,I
99728099999,2020-03-16,40.8,-73.77,10.0,Nassau_NY.csv,38.4,24,8.4,0.0,I
99728099999,2020-03-17,40.8,-73.77,10.0,Nassau_NY.csv,43.0,24,4.9,0.0,I
99728099999,2020-03-18,40.8,-73.77,10.0,Nassau_NY.csv,46.3,24,8.1,0.0,I
99728099999,2020-03-19,40.8,-73.77,10.0,Nassau_NY.csv,44.3,24,5.3,0.0,I
99728099999,2020-03-20,40.8,-73.77,10.0,Nassau_NY.csv,51.6,24,6.3,0.0,I
99728099999,2020-03-21,40.8,-73.77,10.0,Nassau_NY.csv,51.1,24,13.4,0.0,I
99728099999,2020-03-22,40.8,-73.77,10.0,Nassau_NY.csv,38.5,24,8.6,0.0,I
99728099999,2020-03-23,40.8,-73.77,10.0,Nassau_NY.csv,37.2,24,5.9,0.0,I
99728099999,2020-03-24,40.8,-73.77,10.0,Nassau_NY.csv,41.4,24,10.3,0.0,I
99728099999,2020-03-25,40.8,-73.77,10.0,Nassau_NY.csv,42.2,24,6.3,0.0,I
99728099999,2020-03-26,40.8,-73.77,10.0,Nassau_NY.csv,43.4,24,9.0,0.0,I
99728099999,2020-03-27,40.8,-73.77,10.0,Nassau_NY.csv,52.0,24,7.1,0.0,I
99728099999,2020-03-28,40.8,-73.77,10.0,Nassau_NY.csv,48.4,24,4.3,0.0,I
99728099999,2020-03-29,40.8,-73.77,10.0,Nassau_NY.csv,44.7,24,6.1,0.0,I
99728099999,2020-03-30,40.8,-73.77,10.0,Nassau_NY.csv,44.3,24,4.4,0.0,I
99728099999,2020-03-31,40.8,-73.77,10.0,Nassau_NY.csv,43.1,24,4.7,0.0,I
99728099999,2020-04-01,40.8,-73.77,10.0,Nassau_NY.csv,43.3,24,7.3,0.0,I
99728099999,2020-04-02,40.8,-73.77,10.0,Nassau_NY.csv,46.3,21,15.8,0.0,I
99728099999,2020-04-03,40.8,-73.77,10.0,Nassau_NY.csv,47.9,24,19.3,0.0,I
99728099999,2020-04-04,40.8,-73.77,10.0,Nassau_NY.csv,49.2,24,8.0,0.0,I
99728099999,2020-04-05,40.8,-73.77,10.0,Nassau_NY.csv,48.2,24,6.3,0.0,I
99728099999,2020-04-06,40.8,-73.77,10.0,Nassau_NY.csv,51.0,22,3.7,0.0,I
99728099999,2020-04-07,40.8,-73.77,10.0,Nassau_NY.csv,54.3,24,7.8,0.0,I
99728099999,2020-04-08,40.8,-73.77,10.0,Nassau_NY.csv,52.8,24,5.9,0.0,I
99728099999,2020-04-09,40.8,-73.77,10.0,Nassau_NY.csv,50.0,24,12.1,0.0,I
99728099999,2020-04-10,40.8,-73.77,10.0,Nassau_NY.csv,44.1,24,19.1,0.0,I
99728099999,2020-04-11,40.8,-73.77,10.0,Nassau_NY.csv,44.7,24,16.1,0.0,I
99728099999,2020-04-12,40.8,-73.77,10.0,Nassau_NY.csv,49.5,24,8.0,0.0,I
99728099999,2020-04-13,40.8,-73.77,10.0,Nassau_NY.csv,55.0,24,23.2,0.0,I
99728099999,2020-04-14,40.8,-73.77,10.0,Nassau_NY.csv,53.4,24,11.6,0.0,I
99728099999,2020-04-15,40.8,-73.77,10.0,Nassau_NY.csv,46.6,24,10.7,0.0,I
99728099999,2020-04-16,40.8,-73.77,10.0,Nassau_NY.csv,45.4,24,13.7,0.0,I
99728099999,2020-04-17,40.8,-73.77,10.0,Nassau_NY.csv,41.9,24,11.1,0.0,I
99728099999,2020-04-18,40.8,-73.77,10.0,Nassau_NY.csv,42.8,24,7.1,0.0,I
99728099999,2020-04-19,40.8,-73.77,10.0,Nassau_NY.csv,48.2,24,12.0,0.0,I
99728099999,2020-04-20,40.8,-73.77,10.0,Nassau_NY.csv,52.0,24,8.1,0.0,I
99728099999,2020-04-21,40.8,-73.77,10.0,Nassau_NY.csv,49.0,24,11.8,0.0,I
99728099999,2020-04-22,40.8,-73.77,10.0,Nassau_NY.csv,42.0,24,18.2,0.0,I
99728099999,2020-04-23,40.8,-73.77,10.0,Nassau_NY.csv,43.9,24,7.1,0.0,I
99728099999,2020-04-24,40.8,-73.77,10.0,Nassau_NY.csv,45.1,22,6.0,0.0,I
99728099999,2020-04-25,40.8,-73.77,10.0,Nassau_NY.csv,49.2,24,3.8,0.0,I
99728099999,2020-04-26,40.8,-73.77,10.0,Nassau_NY.csv,47.7,24,6.5,0.0,I
99728099999,2020-04-27,40.8,-73.77,10.0,Nassau_NY.csv,43.6,24,14.6,0.0,I
99728099999,2020-04-28,40.8,-73.77,10.0,Nassau_NY.csv,48.4,24,9.6,0.0,I
99728099999,2020-04-29,40.8,-73.77,10.0,Nassau_NY.csv,49.2,24,4.5,0.0,I
99728099999,2020-04-30,40.8,-73.77,10.0,Nassau_NY.csv,54.0,24,10.7,0.0,I
99728099999,2020-05-01,40.8,-73.77,10.0,Nassau_NY.csv,55.7,24,8.0,0.0,I
99728099999,2020-05-02,40.8,-73.77,10.0,Nassau_NY.csv,58.5,24,9.5,0.0,I
99728099999,2020-05-03,40.8,-73.77,10.0,Nassau_NY.csv,63.1,24,7.7,0.0,I
99728099999,2020-05-04,40.8,-73.77,10.0,Nassau_NY.csv,62.7,24,10.3,0.0,I
99728099999,2020-05-05,40.8,-73.77,10.0,Nassau_NY.csv,51.9,24,11.0,0.0,I
99728099999,2020-05-06,40.8,-73.77,10.0,Nassau_NY.csv,49.9,24,4.2,0.0,I
99728099999,2020-05-07,40.8,-73.77,10.0,Nassau_NY.csv,51.8,24,6.3,0.0,I
99728099999,2020-05-08,40.8,-73.77,10.0,Nassau_NY.csv,51.4,24,7.2,0.0,I
99728099999,2020-05-09,40.8,-73.77,10.0,Nassau_NY.csv,40.3,24,17.5,0.0,I
99728099999,2020-05-10,40.8,-73.77,10.0,Nassau_NY.csv,48.1,24,14.1,0.0,I
99728099999,2020-05-11,40.8,-73.77,10.0,Nassau_NY.csv,53.5,24,9.6,0.0,I
99728099999,2020-05-12,40.8,-73.77,10.0,Nassau_NY.csv,49.0,24,16.0,0.0,I
99728099999,2020-05-13,40.8,-73.77,10.0,Nassau_NY.csv,49.5,22,10.2,0.0,I
