Station ID,Date,Latitude,Longitude,Elevation,Philadelphia_PA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99769899999,2020-01-01,40.8,-74.75,18.0,Philadelphia_PA.csv,39.8,23,10.6,0.0,I
99769899999,2020-01-02,40.8,-74.75,18.0,Philadelphia_PA.csv,36.5,24,3.4,0.0,I
99769899999,2020-01-03,40.8,-74.75,18.0,Philadelphia_PA.csv,44.2,24,1.7,0.0,I
99769899999,2020-01-04,40.8,-74.75,18.0,Philadelphia_PA.csv,47.8,23,1.9,0.0,I
99769899999,2020-01-05,40.8,-74.75,18.0,Philadelphia_PA.csv,41.0,24,13.0,0.0,I
99769899999,2020-01-06,40.8,-74.75,18.0,Philadelphia_PA.csv,39.3,24,5.9,0.0,I
99769899999,2020-01-07,40.8,-74.75,18.0,Philadelphia_PA.csv,39.8,24,3.5,0.0,I
99769899999,2020-01-08,40.8,-74.75,18.0,Philadelphia_PA.csv,35.0,24,9.9,0.0,I
99769899999,2020-01-09,40.8,-74.75,18.0,Philadelphia_PA.csv,29.2,24,8.0,0.0,I
99769899999,2020-01-10,40.8,-74.75,18.0,Philadelphia_PA.csv,36.7,24,3.1,0.0,I
99769899999,2020-01-11,40.8,-74.75,18.0,Philadelphia_PA.csv,56.5,20,6.6,0.0,I
99769899999,2020-01-12,40.8,-74.75,18.0,Philadelphia_PA.csv,63.6,23,12.9,0.0,I
99769899999,2020-01-13,40.8,-74.75,18.0,Philadelphia_PA.csv,44.4,18,3.9,0.0,I
99769899999,2020-01-14,40.8,-74.75,18.0,Philadelphia_PA.csv,41.2,24,2.1,0.0,I
99769899999,2020-01-15,40.8,-74.75,18.0,Philadelphia_PA.csv,45.6,24,4.6,0.0,I
99769899999,2020-01-16,40.8,-74.75,18.0,Philadelphia_PA.csv,44.7,24,3.6,0.0,I
99769899999,2020-01-17,40.8,-74.75,18.0,Philadelphia_PA.csv,31.0,24,5.4,0.0,I
99769899999,2020-01-18,40.8,-74.75,18.0,Philadelphia_PA.csv,23.7,24,1.8,0.0,I
99769899999,2020-01-19,40.8,-74.75,18.0,Philadelphia_PA.csv,38.0,24,5.0,0.0,I
99769899999,2020-01-20,40.8,-74.75,18.0,Philadelphia_PA.csv,27.8,24,3.5,0.0,I
99769899999,2020-01-21,40.8,-74.75,18.0,Philadelphia_PA.csv,25.8,24,2.9,0.0,I
99769899999,2020-01-22,40.8,-74.75,18.0,Philadelphia_PA.csv,29.1,24,0.7,0.0,I
99769899999,2020-01-23,40.8,-74.75,18.0,Philadelphia_PA.csv,31.5,24,0.2,0.0,I
99769899999,2020-01-24,40.8,-74.75,18.0,Philadelphia_PA.csv,38.4,24,0.9,0.0,I
99769899999,2020-01-25,40.8,-74.75,18.0,Philadelphia_PA.csv,45.3,24,3.7,0.0,I
99769899999,2020-01-26,40.8,-74.75,18.0,Philadelphia_PA.csv,41.0,23,2.6,0.0,I
99769899999,2020-01-27,40.8,-74.75,18.0,Philadelphia_PA.csv,40.1,24,2.9,0.0,I
99769899999,2020-01-28,40.8,-74.75,18.0,Philadelphia_PA.csv,39.6,24,3.6,0.0,I
99769899999,2020-01-29,40.8,-74.75,18.0,Philadelphia_PA.csv,38.3,24,3.6,0.0,I
99769899999,2020-01-30,40.8,-74.75,18.0,Philadelphia_PA.csv,32.0,24,1.2,0.0,I
99769899999,2020-01-31,40.8,-74.75,18.0,Philadelphia_PA.csv,37.0,24,1.3,0.0,I
99769899999,2020-02-01,40.8,-74.75,18.0,Philadelphia_PA.csv,39.1,24,0.9,0.0,I
99769899999,2020-02-02,40.8,-74.75,18.0,Philadelphia_PA.csv,38.6,24,3.5,0.0,I
99769899999,2020-02-03,40.8,-74.75,18.0,Philadelphia_PA.csv,42.5,24,1.3,0.0,I
99769899999,2020-02-04,40.8,-74.75,18.0,Philadelphia_PA.csv,46.4,23,1.7,0.0,I
99769899999,2020-02-05,40.8,-74.75,18.0,Philadelphia_PA.csv,45.5,24,1.2,0.0,I
99769899999,2020-02-06,40.8,-74.75,18.0,Philadelphia_PA.csv,40.5,24,2.1,0.0,I
99769899999,2020-02-07,40.8,-74.75,18.0,Philadelphia_PA.csv,45.1,23,4.3,0.0,I
99769899999,2020-02-08,40.8,-74.75,18.0,Philadelphia_PA.csv,36.5,24,4.6,0.0,I
99769899999,2020-02-09,40.8,-74.75,18.0,Philadelphia_PA.csv,36.8,24,1.2,0.0,I
99769899999,2020-02-10,40.8,-74.75,18.0,Philadelphia_PA.csv,42.9,24,4.7,0.0,I
99769899999,2020-02-11,40.8,-74.75,18.0,Philadelphia_PA.csv,45.8,24,1.4,0.0,I
99769899999,2020-02-12,40.8,-74.75,18.0,Philadelphia_PA.csv,43.5,24,3.3,0.0,I
99769899999,2020-02-13,40.8,-74.75,18.0,Philadelphia_PA.csv,40.1,23,1.6,0.0,I
99769899999,2020-02-14,40.8,-74.75,18.0,Philadelphia_PA.csv,35.9,24,3.1,0.0,I
99769899999,2020-02-15,40.8,-74.75,18.0,Philadelphia_PA.csv,21.8,23,1.7,0.0,I
99769899999,2020-02-16,40.8,-74.75,18.0,Philadelphia_PA.csv,33.3,24,2.5,0.0,I
99769899999,2020-02-17,40.8,-74.75,18.0,Philadelphia_PA.csv,41.4,23,1.2,0.0,I
99769899999,2020-02-18,40.8,-74.75,18.0,Philadelphia_PA.csv,45.1,23,2.5,0.0,I
99769899999,2020-02-19,40.8,-74.75,18.0,Philadelphia_PA.csv,46.9,22,3.7,0.0,I
99769899999,2020-02-20,40.8,-74.75,18.0,Philadelphia_PA.csv,34.5,24,1.9,0.0,I
99769899999,2020-02-21,40.8,-74.75,18.0,Philadelphia_PA.csv,28.4,24,4.8,0.0,I
99769899999,2020-02-22,40.8,-74.75,18.0,Philadelphia_PA.csv,35.9,23,6.3,0.0,I
99769899999,2020-02-23,40.8,-74.75,18.0,Philadelphia_PA.csv,40.2,23,4.4,0.0,I
99769899999,2020-02-24,40.8,-74.75,18.0,Philadelphia_PA.csv,45.0,23,2.1,0.0,I
99769899999,2020-02-25,40.8,-74.75,18.0,Philadelphia_PA.csv,48.1,23,3.5,0.0,I
99769899999,2020-02-26,40.8,-74.75,18.0,Philadelphia_PA.csv,46.9,24,3.3,0.0,I
99769899999,2020-02-27,40.8,-74.75,18.0,Philadelphia_PA.csv,41.9,24,14.8,0.0,I
99769899999,2020-02-28,40.8,-74.75,18.0,Philadelphia_PA.csv,34.9,24,13.0,0.0,I
99769899999,2020-02-29,40.8,-74.75,18.0,Philadelphia_PA.csv,32.8,24,10.2,0.0,I
99769899999,2020-03-01,40.8,-74.75,18.0,Philadelphia_PA.csv,33.4,24,8.0,0.0,I
99769899999,2020-03-02,40.8,-74.75,18.0,Philadelphia_PA.csv,44.3,24,5.6,0.0,I
99769899999,2020-03-03,40.8,-74.75,18.0,Philadelphia_PA.csv,52.2,24,6.2,0.0,I
99769899999,2020-03-04,40.8,-74.75,18.0,Philadelphia_PA.csv,49.6,24,10.5,0.0,I
99769899999,2020-03-05,40.8,-74.75,18.0,Philadelphia_PA.csv,47.4,23,4.8,0.0,I
99769899999,2020-03-06,40.8,-74.75,18.0,Philadelphia_PA.csv,40.1,24,4.2,0.0,I
99769899999,2020-03-07,40.8,-74.75,18.0,Philadelphia_PA.csv,40.0,24,8.1,0.0,I
99769899999,2020-03-08,40.8,-74.75,18.0,Philadelphia_PA.csv,42.7,24,5.8,0.0,I
99769899999,2020-03-09,40.8,-74.75,18.0,Philadelphia_PA.csv,52.6,24,6.3,0.0,I
99769899999,2020-03-10,40.8,-74.75,18.0,Philadelphia_PA.csv,57.7,24,7.5,0.0,I
99769899999,2020-03-11,40.8,-74.75,18.0,Philadelphia_PA.csv,55.8,19,5.8,0.0,I
99769899999,2020-03-12,40.8,-74.75,18.0,Philadelphia_PA.csv,45.5,24,3.5,0.0,I
99769899999,2020-03-13,40.8,-74.75,18.0,Philadelphia_PA.csv,55.3,19,7.6,0.0,I
99769899999,2020-03-14,40.8,-74.75,18.0,Philadelphia_PA.csv,51.5,13,6.6,0.0,I
99769899999,2020-03-15,40.8,-74.75,18.0,Philadelphia_PA.csv,47.7,24,3.8,0.0,I
99769899999,2020-03-16,40.8,-74.75,18.0,Philadelphia_PA.csv,41.5,24,6.8,0.0,I
99769899999,2020-03-17,40.8,-74.75,18.0,Philadelphia_PA.csv,44.8,23,4.6,0.0,I
99769899999,2020-03-18,40.8,-74.75,18.0,Philadelphia_PA.csv,48.8,24,4.8,0.0,I
99769899999,2020-03-19,40.8,-74.75,18.0,Philadelphia_PA.csv,46.5,24,4.5,0.0,I
99769899999,2020-03-20,40.8,-74.75,18.0,Philadelphia_PA.csv,56.4,24,6.7,0.0,I
99769899999,2020-03-21,40.8,-74.75,18.0,Philadelphia_PA.csv,55.1,24,6.7,0.0,I
99769899999,2020-03-22,40.8,-74.75,18.0,Philadelphia_PA.csv,41.2,24,6.8,0.0,I
99769899999,2020-03-23,40.8,-74.75,18.0,Philadelphia_PA.csv,40.2,24,7.1,0.0,I
99769899999,2020-03-24,40.8,-74.75,18.0,Philadelphia_PA.csv,44.8,24,5.0,0.0,I
99769899999,2020-03-25,40.8,-74.75,18.0,Philadelphia_PA.csv,44.6,24,7.2,0.0,I
99769899999,2020-03-26,40.8,-74.75,18.0,Philadelphia_PA.csv,45.6,24,4.4,0.0,I
99769899999,2020-03-27,40.8,-74.75,18.0,Philadelphia_PA.csv,56.2,24,4.6,0.0,I
99769899999,2020-03-28,40.8,-74.75,18.0,Philadelphia_PA.csv,50.2,24,3.8,0.0,I
99769899999,2020-03-29,40.8,-74.75,18.0,Philadelphia_PA.csv,48.4,24,5.8,0.0,I
99769899999,2020-03-30,40.8,-74.75,18.0,Philadelphia_PA.csv,48.9,24,3.4,0.0,I
99769899999,2020-03-31,40.8,-74.75,18.0,Philadelphia_PA.csv,44.7,24,4.5,0.0,I
99769899999,2020-04-01,40.8,-74.75,18.0,Philadelphia_PA.csv,45.2,24,5.8,0.0,I
99769899999,2020-04-02,40.8,-74.75,18.0,Philadelphia_PA.csv,47.2,21,8.6,0.0,I
99769899999,2020-04-03,40.8,-74.75,18.0,Philadelphia_PA.csv,51.7,24,9.3,0.0,I
99769899999,2020-04-04,40.8,-74.75,18.0,Philadelphia_PA.csv,51.4,24,4.5,0.0,I
99769899999,2020-04-05,40.8,-74.75,18.0,Philadelphia_PA.csv,52.3,24,4.1,0.0,I
99769899999,2020-04-06,40.8,-74.75,18.0,Philadelphia_PA.csv,56.7,22,4.2,0.0,I
99769899999,2020-04-07,40.8,-74.75,18.0,Philadelphia_PA.csv,54.8,24,3.3,0.0,I
99769899999,2020-04-08,40.8,-74.75,18.0,Philadelphia_PA.csv,59.8,24,5.1,0.0,I
99769899999,2020-04-09,40.8,-74.75,18.0,Philadelphia_PA.csv,52.4,24,8.4,0.0,I
99769899999,2020-04-10,40.8,-74.75,18.0,Philadelphia_PA.csv,45.9,24,16.9,0.0,I
99769899999,2020-04-11,40.8,-74.75,18.0,Philadelphia_PA.csv,45.6,24,12.5,0.0,I
99769899999,2020-04-12,40.8,-74.75,18.0,Philadelphia_PA.csv,52.2,24,4.9,0.0,I
99769899999,2020-04-13,40.8,-74.75,18.0,Philadelphia_PA.csv,61.4,23,12.1,0.0,I
99769899999,2020-04-14,40.8,-74.75,18.0,Philadelphia_PA.csv,53.9,22,8.1,0.0,I
99769899999,2020-04-15,40.8,-74.75,18.0,Philadelphia_PA.csv,47.0,24,7.8,0.0,I
99769899999,2020-04-16,40.8,-74.75,18.0,Philadelphia_PA.csv,45.7,21,9.2,0.0,I
99769899999,2020-04-17,40.8,-74.75,18.0,Philadelphia_PA.csv,42.4,24,6.2,0.0,I
99769899999,2020-04-18,40.8,-74.75,18.0,Philadelphia_PA.csv,45.6,24,5.4,0.0,I
99769899999,2020-04-19,40.8,-74.75,18.0,Philadelphia_PA.csv,46.3,23,8.0,0.0,I
99769899999,2020-04-20,40.8,-74.75,18.0,Philadelphia_PA.csv,53.8,22,3.1,0.0,I
99769899999,2020-04-21,40.8,-74.75,18.0,Philadelphia_PA.csv,50.6,24,6.8,0.0,I
99769899999,2020-04-22,40.8,-74.75,18.0,Philadelphia_PA.csv,44.1,22,9.1,0.0,I
99769899999,2020-04-23,40.8,-74.75,18.0,Philadelphia_PA.csv,46.4,22,3.8,0.0,I
99769899999,2020-04-24,40.8,-74.75,18.0,Philadelphia_PA.csv,46.4,19,5.3,0.0,I
99769899999,2020-04-25,40.8,-74.75,18.0,Philadelphia_PA.csv,53.0,20,3.2,0.0,I
99769899999,2020-04-26,40.8,-74.75,18.0,Philadelphia_PA.csv,49.2,24,6.2,0.0,I
99769899999,2020-04-27,40.8,-74.75,18.0,Philadelphia_PA.csv,45.6,24,4.4,0.0,I
99769899999,2020-04-28,40.8,-74.75,18.0,Philadelphia_PA.csv,50.7,22,4.9,0.0,I
99769899999,2020-04-29,40.8,-74.75,18.0,Philadelphia_PA.csv,53.9,21,5.9,0.0,I
99769899999,2020-04-30,40.8,-74.75,18.0,Philadelphia_PA.csv,59.2,23,11.3,0.0,I
99769899999,2020-05-01,40.8,-74.75,18.0,Philadelphia_PA.csv,60.5,22,5.8,0.0,I
99769899999,2020-05-02,40.8,-74.75,18.0,Philadelphia_PA.csv,62.0,21,7.0,0.0,I
99769899999,2020-05-03,40.8,-74.75,18.0,Philadelphia_PA.csv,63.6,23,6.7,0.0,I
99769899999,2020-05-04,40.8,-74.75,18.0,Philadelphia_PA.csv,66.3,23,6.5,0.0,I
99769899999,2020-05-05,40.8,-74.75,18.0,Philadelphia_PA.csv,53.1,23,6.1,0.0,I
99769899999,2020-05-06,40.8,-74.75,18.0,Philadelphia_PA.csv,51.5,23,3.7,0.0,I
99769899999,2020-05-07,40.8,-74.75,18.0,Philadelphia_PA.csv,52.8,23,6.5,0.0,I
99769899999,2020-05-08,40.8,-74.75,18.0,Philadelphia_PA.csv,53.4,23,4.1,0.0,I
99769899999,2020-05-09,40.8,-74.75,18.0,Philadelphia_PA.csv,40.8,20,10.9,0.0,I
99769899999,2020-05-10,40.8,-74.75,18.0,Philadelphia_PA.csv,48.4,23,10.9,0.0,I
99769899999,2020-05-11,40.8,-74.75,18.0,Philadelphia_PA.csv,52.7,21,6.4,0.0,I
99769899999,2020-05-12,40.8,-74.75,18.0,Philadelphia_PA.csv,50.4,22,9.4,0.0,I
99769899999,2020-05-13,40.8,-74.75,18.0,Philadelphia_PA.csv,51.9,22,4.3,0.0,I
