Station ID,Date,Latitude,Longitude,Elevation,Westchester_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99799199999,2020-01-01,42.0166666,-73.9166666,12.0,Westchester_NY.csv,36.6,24,3.0,0.0,G
99799199999,2020-01-02,42.0166666,-73.9166666,12.0,Westchester_NY.csv,36.1,24,1.7,0.0,G
99799199999,2020-01-03,42.0166666,-73.9166666,12.0,Westchester_NY.csv,40.3,24,0.4,0.0,I
99799199999,2020-01-04,42.0166666,-73.9166666,12.0,Westchester_NY.csv,39.3,24,0.0,0.0,G
99799199999,2020-01-05,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.3,24,2.1,0.31,G
99799199999,2020-01-06,42.0166666,-73.9166666,12.0,Westchester_NY.csv,33.3,24,1.4,0.0,G
99799199999,2020-01-07,42.0166666,-73.9166666,12.0,Westchester_NY.csv,33.9,24,0.8,0.0,G
99799199999,2020-01-08,42.0166666,-73.9166666,12.0,Westchester_NY.csv,33.3,24,2.1,0.0,I
99799199999,2020-01-09,42.0166666,-73.9166666,12.0,Westchester_NY.csv,24.3,24,1.9,0.0,I
99799199999,2020-01-10,42.0166666,-73.9166666,12.0,Westchester_NY.csv,32.9,24,1.7,0.0,G
99799199999,2020-01-11,42.0166666,-73.9166666,12.0,Westchester_NY.csv,52.8,18,1.7,0.0,I
99799199999,2020-01-12,42.0166666,-73.9166666,12.0,Westchester_NY.csv,61.1,23,3.6,0.0,I
99799199999,2020-01-13,42.0166666,-73.9166666,12.0,Westchester_NY.csv,33.1,20,0.1,0.0,I
99799199999,2020-01-14,42.0166666,-73.9166666,12.0,Westchester_NY.csv,36.6,24,0.4,0.0,I
99799199999,2020-01-15,42.0166666,-73.9166666,12.0,Westchester_NY.csv,40.6,24,1.0,0.0,I
99799199999,2020-01-16,42.0166666,-73.9166666,12.0,Westchester_NY.csv,36.8,24,1.5,0.0,G
99799199999,2020-01-17,42.0166666,-73.9166666,12.0,Westchester_NY.csv,23.6,24,1.8,0.0,I
99799199999,2020-01-18,42.0166666,-73.9166666,12.0,Westchester_NY.csv,15.4,24,0.5,0.0,I
99799199999,2020-01-19,42.0166666,-73.9166666,12.0,Westchester_NY.csv,29.9,24,2.4,0.0,I
99799199999,2020-01-20,42.0166666,-73.9166666,12.0,Westchester_NY.csv,23.0,24,1.5,0.03,G
99799199999,2020-01-21,42.0166666,-73.9166666,12.0,Westchester_NY.csv,17.2,24,0.4,0.0,G
99799199999,2020-01-22,42.0166666,-73.9166666,12.0,Westchester_NY.csv,17.2,24,1.1,0.0,I
99799199999,2020-01-23,42.0166666,-73.9166666,12.0,Westchester_NY.csv,22.0,24,0.6,0.0,I
99799199999,2020-01-24,42.0166666,-73.9166666,12.0,Westchester_NY.csv,30.2,24,0.2,0.0,G
99799199999,2020-01-25,42.0166666,-73.9166666,12.0,Westchester_NY.csv,31.3,24,0.1,0.0,G
99799199999,2020-01-26,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.0,24,0.9,0.0,I
99799199999,2020-01-27,42.0166666,-73.9166666,12.0,Westchester_NY.csv,38.6,24,1.1,0.0,G
99799199999,2020-01-28,42.0166666,-73.9166666,12.0,Westchester_NY.csv,36.7,24,0.8,0.0,I
99799199999,2020-01-29,42.0166666,-73.9166666,12.0,Westchester_NY.csv,32.2,24,1.1,0.0,G
99799199999,2020-01-30,42.0166666,-73.9166666,12.0,Westchester_NY.csv,25.3,23,0.4,0.01,G
99799199999,2020-01-31,42.0166666,-73.9166666,12.0,Westchester_NY.csv,27.7,24,0.2,0.0,G
99799199999,2020-02-01,42.0166666,-73.9166666,12.0,Westchester_NY.csv,34.5,24,0.4,0.0,I
99799199999,2020-02-02,42.0166666,-73.9166666,12.0,Westchester_NY.csv,34.5,23,0.5,0.0,I
99799199999,2020-02-03,42.0166666,-73.9166666,12.0,Westchester_NY.csv,39.1,24,0.3,0.0,I
99799199999,2020-02-04,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.1,23,0.4,0.0,G
99799199999,2020-02-05,42.0166666,-73.9166666,12.0,Westchester_NY.csv,38.9,24,0.3,0.0,G
99799199999,2020-02-06,42.0166666,-73.9166666,12.0,Westchester_NY.csv,31.6,24,0.0,0.01,G
99799199999,2020-02-07,42.0166666,-73.9166666,12.0,Westchester_NY.csv,35.5,24,1.6,0.46,G
99799199999,2020-02-08,42.0166666,-73.9166666,12.0,Westchester_NY.csv,29.2,24,3.5,0.0,G
99799199999,2020-02-09,42.0166666,-73.9166666,12.0,Westchester_NY.csv,23.2,24,0.4,0.0,I
99799199999,2020-02-10,42.0166666,-73.9166666,12.0,Westchester_NY.csv,34.1,24,0.5,0.0,I
99799199999,2020-02-11,42.0166666,-73.9166666,12.0,Westchester_NY.csv,36.5,24,0.1,0.38,G
99799199999,2020-02-12,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.5,24,0.9,0.03,G
99799199999,2020-02-13,42.0166666,-73.9166666,12.0,Westchester_NY.csv,35.5,24,0.2,0.0,G
99799199999,2020-02-14,42.0166666,-73.9166666,12.0,Westchester_NY.csv,28.2,23,1.2,0.49,G
99799199999,2020-02-15,42.0166666,-73.9166666,12.0,Westchester_NY.csv,15.5,24,1.1,0.0,G
99799199999,2020-02-16,42.0166666,-73.9166666,12.0,Westchester_NY.csv,31.3,24,1.6,0.0,G
99799199999,2020-02-17,42.0166666,-73.9166666,12.0,Westchester_NY.csv,33.7,24,0.4,0.0,I
99799199999,2020-02-18,42.0166666,-73.9166666,12.0,Westchester_NY.csv,31.4,24,0.0,0.0,G
99799199999,2020-02-19,42.0166666,-73.9166666,12.0,Westchester_NY.csv,35.4,24,1.4,0.0,I
99799199999,2020-02-20,42.0166666,-73.9166666,12.0,Westchester_NY.csv,29.0,18,1.0,0.0,I
99799199999,2020-02-21,42.0166666,-73.9166666,12.0,Westchester_NY.csv,24.1,24,0.7,0.0,G
99799199999,2020-02-22,42.0166666,-73.9166666,12.0,Westchester_NY.csv,31.1,24,0.8,0.0,G
99799199999,2020-02-23,42.0166666,-73.9166666,12.0,Westchester_NY.csv,34.3,24,1.2,0.0,I
99799199999,2020-02-24,42.0166666,-73.9166666,12.0,Westchester_NY.csv,40.4,24,0.9,0.0,I
99799199999,2020-02-25,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.5,24,0.1,0.0,G
99799199999,2020-02-26,42.0166666,-73.9166666,12.0,Westchester_NY.csv,38.8,24,0.0,0.0,I
99799199999,2020-02-27,42.0166666,-73.9166666,12.0,Westchester_NY.csv,38.9,24,3.8,0.0,I
99799199999,2020-02-28,42.0166666,-73.9166666,12.0,Westchester_NY.csv,30.8,24,6.7,0.53,G
99799199999,2020-02-29,42.0166666,-73.9166666,12.0,Westchester_NY.csv,28.4,24,2.5,0.0,G
99799199999,2020-03-01,42.0166666,-73.9166666,12.0,Westchester_NY.csv,30.1,17,1.7,0.0,G
99799199999,2020-03-02,42.0166666,-73.9166666,12.0,Westchester_NY.csv,38.6,24,1.4,0.0,G
99799199999,2020-03-03,42.0166666,-73.9166666,12.0,Westchester_NY.csv,50.9,24,0.8,0.0,I
99799199999,2020-03-04,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.3,23,6.6,0.0,I
99799199999,2020-03-05,42.0166666,-73.9166666,12.0,Westchester_NY.csv,42.3,24,2.2,0.0,G
99799199999,2020-03-06,42.0166666,-73.9166666,12.0,Westchester_NY.csv,36.4,24,0.4,0.0,I
99799199999,2020-03-07,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.4,24,1.6,0.0,G
99799199999,2020-03-08,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.6,24,1.1,0.0,G
99799199999,2020-03-09,42.0166666,-73.9166666,12.0,Westchester_NY.csv,56.2,24,2.3,0.0,I
99799199999,2020-03-10,42.0166666,-73.9166666,12.0,Westchester_NY.csv,59.6,23,2.1,0.0,I
99799199999,2020-03-11,42.0166666,-73.9166666,12.0,Westchester_NY.csv,49.5,18,1.4,0.0,G
99799199999,2020-03-12,42.0166666,-73.9166666,12.0,Westchester_NY.csv,42.0,24,0.7,0.0,G
99799199999,2020-03-13,42.0166666,-73.9166666,12.0,Westchester_NY.csv,48.0,15,0.9,0.0,I
99799199999,2020-03-14,42.0166666,-73.9166666,12.0,Westchester_NY.csv,45.4,12,2.2,0.6,G
99799199999,2020-03-15,42.0166666,-73.9166666,12.0,Westchester_NY.csv,42.6,24,0.7,0.0,G
99799199999,2020-03-16,42.0166666,-73.9166666,12.0,Westchester_NY.csv,34.3,24,1.6,0.0,G
99799199999,2020-03-17,42.0166666,-73.9166666,12.0,Westchester_NY.csv,39.6,24,0.8,0.0,G
99799199999,2020-03-18,42.0166666,-73.9166666,12.0,Westchester_NY.csv,43.4,24,1.1,0.02,G
99799199999,2020-03-19,42.0166666,-73.9166666,12.0,Westchester_NY.csv,43.7,24,0.7,0.0,G
99799199999,2020-03-20,42.0166666,-73.9166666,12.0,Westchester_NY.csv,50.6,24,1.7,0.44,G
99799199999,2020-03-21,42.0166666,-73.9166666,12.0,Westchester_NY.csv,46.3,24,1.7,0.17,G
99799199999,2020-03-22,42.0166666,-73.9166666,12.0,Westchester_NY.csv,33.9,24,1.0,0.0,G
99799199999,2020-03-23,42.0166666,-73.9166666,12.0,Westchester_NY.csv,33.8,24,0.5,0.0,I
99799199999,2020-03-24,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.1,24,0.2,0.0,I
99799199999,2020-03-25,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.6,24,0.4,0.0,I
99799199999,2020-03-26,42.0166666,-73.9166666,12.0,Westchester_NY.csv,41.9,23,1.3,0.0,G
99799199999,2020-03-27,42.0166666,-73.9166666,12.0,Westchester_NY.csv,54.3,24,1.2,0.0,I
99799199999,2020-03-28,42.0166666,-73.9166666,12.0,Westchester_NY.csv,42.5,23,0.1,0.0,I
99799199999,2020-03-29,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.3,24,0.0,0.14,G
99799199999,2020-03-30,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.3,24,0.5,0.12,G
99799199999,2020-03-31,42.0166666,-73.9166666,12.0,Westchester_NY.csv,42.7,24,0.3,0.04,G
99799199999,2020-04-01,42.0166666,-73.9166666,12.0,Westchester_NY.csv,43.2,24,0.8,0.02,G
99799199999,2020-04-02,42.0166666,-73.9166666,12.0,Westchester_NY.csv,45.3,19,1.9,0.01,G
99799199999,2020-04-03,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.9,22,1.7,0.0,G
99799199999,2020-04-04,42.0166666,-73.9166666,12.0,Westchester_NY.csv,51.1,24,0.8,0.0,I
99799199999,2020-04-05,42.0166666,-73.9166666,12.0,Westchester_NY.csv,54.9,24,0.4,0.0,I
99799199999,2020-04-06,42.0166666,-73.9166666,12.0,Westchester_NY.csv,53.2,24,1.2,0.0,G
99799199999,2020-04-07,42.0166666,-73.9166666,12.0,Westchester_NY.csv,54.3,23,1.2,0.0,G
99799199999,2020-04-08,42.0166666,-73.9166666,12.0,Westchester_NY.csv,52.2,23,0.3,0.0,I
99799199999,2020-04-09,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.2,17,1.6,0.0,G
99799199999,2020-04-10,42.0166666,-73.9166666,12.0,Westchester_NY.csv,42.7,24,6.4,0.0,G
99799199999,2020-04-11,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.1,24,3.8,0.0,I
99799199999,2020-04-12,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.5,24,1.4,0.0,I
99799199999,2020-04-13,42.0166666,-73.9166666,12.0,Westchester_NY.csv,56.9,24,1.7,0.0,I
99799199999,2020-04-14,42.0166666,-73.9166666,12.0,Westchester_NY.csv,51.0,24,2.8,0.01,G
99799199999,2020-04-15,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.1,24,1.9,0.0,G
99799199999,2020-04-16,42.0166666,-73.9166666,12.0,Westchester_NY.csv,39.5,24,2.0,0.0,I
99799199999,2020-04-17,42.0166666,-73.9166666,12.0,Westchester_NY.csv,39.3,24,3.0,0.0,G
99799199999,2020-04-18,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.6,24,0.9,0.0,I
99799199999,2020-04-19,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.9,24,2.4,0.0,I
99799199999,2020-04-20,42.0166666,-73.9166666,12.0,Westchester_NY.csv,51.0,22,0.9,0.0,G
99799199999,2020-04-21,42.0166666,-73.9166666,12.0,Westchester_NY.csv,39.5,18,1.2,0.0,I
99799199999,2020-04-22,42.0166666,-73.9166666,12.0,Westchester_NY.csv,40.1,15,7.8,0.0,G
99799199999,2020-04-23,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.5,24,2.1,0.0,G
99799199999,2020-04-24,42.0166666,-73.9166666,12.0,Westchester_NY.csv,43.2,22,0.2,0.0,I
99799199999,2020-04-25,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.9,24,1.3,0.0,G
99799199999,2020-04-26,42.0166666,-73.9166666,12.0,Westchester_NY.csv,50.1,24,0.4,0.0,I
99799199999,2020-04-27,42.0166666,-73.9166666,12.0,Westchester_NY.csv,41.2,24,0.9,0.02,G
99799199999,2020-04-28,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.6,24,1.0,0.01,G
99799199999,2020-04-29,42.0166666,-73.9166666,12.0,Westchester_NY.csv,49.6,24,1.0,0.0,G
99799199999,2020-04-30,42.0166666,-73.9166666,12.0,Westchester_NY.csv,49.6,23,0.7,0.0,I
99799199999,2020-05-01,42.0166666,-73.9166666,12.0,Westchester_NY.csv,55.7,24,0.5,1.37,G
99799199999,2020-05-02,42.0166666,-73.9166666,12.0,Westchester_NY.csv,57.0,24,1.2,1.43,G
99799199999,2020-05-03,42.0166666,-73.9166666,12.0,Westchester_NY.csv,64.7,24,1.4,0.0,G
99799199999,2020-05-04,42.0166666,-73.9166666,12.0,Westchester_NY.csv,59.7,24,1.5,0.0,I
99799199999,2020-05-05,42.0166666,-73.9166666,12.0,Westchester_NY.csv,50.7,24,1.7,0.0,I
99799199999,2020-05-06,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.6,24,0.8,0.0,I
99799199999,2020-05-07,42.0166666,-73.9166666,12.0,Westchester_NY.csv,51.9,24,1.2,0.0,G
99799199999,2020-05-08,42.0166666,-73.9166666,12.0,Westchester_NY.csv,49.2,24,2.0,0.0,I
99799199999,2020-05-09,42.0166666,-73.9166666,12.0,Westchester_NY.csv,38.8,24,4.1,0.48,G
99799199999,2020-05-10,42.0166666,-73.9166666,12.0,Westchester_NY.csv,50.9,15,3.3,0.01,G
99799199999,2020-05-11,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.3,24,0.7,0.0,G
99799199999,2020-05-12,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.6,24,2.9,0.0,I
99799199999,2020-05-13,42.0166666,-73.9166666,12.0,Westchester_NY.csv,45.5,22,1.5,0.0,I
